Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
DOSBIO001_NEU_24H:BRD-A19500257:10	DB02424	Geldanamycin	0.314472268635262	1.4284175620712884	0.014205659494263343	0.0991907062809702	NEU
CPC017_NPC_24H:BRD-K71499074-001-03-8:10	DB01144	Diclofenamide	0.2978707778918147	1.4342324908623683	0.01423528955432295	0.09927335052945968	NPC
CPC015_NPC_24H:BRD-K29458283-001-17-4:10	DB00291	Chlorambucil	0.2876982763979357	1.3959422299098965	0.014389267553824516	0.10022187725691259	NPC
NMH001_NPC_24H:BRD-K58550667-001-05-3:10	DB12731	Daporinad	-0.3181766881669719	-1.4277059060752455	0.014451603931021694	0.10044654573737259	NPC
NMH002_NPC_6H:BRD-K81062487-001-03-3:10	DB04348	Taurocholic acid	-0.2925466171752692	-1.4394235852526653	0.014457532931907187	0.10044654573737259	NPC
AML001_HL60_24H:BRD-A19500257:0.37037	DB02424	Geldanamycin	0.3268205569823989	1.4207589555861824	0.014483980510851912	0.10050513342045127	HL60
NMH002_NPC_24H:BRD-K37270826-001-21-9:10	DB00834	Mifepristone	0.31761466680477357	1.4297387618843311	0.014531256289498048	0.10070792402373865	NPC
CPC006_WSUDLCL2_6H:BRD-K82135108-001-01-9:10	DB05719	Elesclomol	0.3056191784517021	1.4159582580630146	0.014555195474214638	0.10074867934323012	WSUDLCL2
NMH002_NEU_6H:BRD-K08252256-236-26-2:10	DB00586	Diclofenac	-0.3134723792243041	-1.4123718409692307	0.014597389494924017	0.10084748384151601	NEU
LJP007_JURKAT_24H:B10	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	0.33139837500093844	1.429521909406595	0.014605622323704059	0.10084748384151601	JURKAT
KMS002_NOMO1_24H:BRD-A75409952-001-02-4:10	DB08059	Wortmannin	0.2802136303001056	1.437383953641528	0.014640283655495825	0.1009380628151225	NOMO1
LJP007_JURKAT_24H:I09	DB06589	Pazopanib	0.28559626249163633	1.4014484713425133	0.014654925771688336	0.1009380628151225	JURKAT
CPC016_NPC_24H:BRD-A18579359-001-02-3:10	DB01731	(S)-wiskostatin	0.3016655328517157	1.414706109274049	0.014700145405539596	0.1011246747441497	NPC
LJP009_NPC.CAS9_24H:I22	DB11363	Alectinib	-0.3312017498632778	-1.423384942284175	0.014738477709480611	0.10126350633151765	NPC.CAS9
NMH001_NEU_6H:BRD-A75409952-001-04-0:10	DB08059	Wortmannin	0.29189201360480116	1.4154023867999963	0.014778405299392913	0.101382754909265	NEU
NMH001_NEU_6H:BRD-A93269281-001-01-4:10	DB00758	Clopidogrel	-0.30109612897516946	-1.4256233617310752	0.0148021633931113	0.101382754909265	NEU
LJP007_NPC.CAS9_24H:K05	DB12064	BMS-777607	-0.30852552871829714	-1.4235374549932516	0.014818080742245908	0.101382754909265	NPC.CAS9
CPC018_NPC_24H:BRD-K31920458-001-03-8:10	DB01357	Mestranol	0.2952158532531944	1.400244408781878	0.01482852267538273	0.101382754909265	NPC
CPC013_NPC_24H:BRD-K79254416-001-08-5:10	DB01262	Decitabine	-0.30605586888447894	-1.4198075160215304	0.014865897218838395	0.10151388076364676	NPC
LJP009_NEU_24H:E08	DB01782	Pyrazolanthrone	-0.31371052546717604	-1.4226144295639553	0.014902167468212662	0.10163715440728416	NEU
LJP008_NPC.TAK_24H:H18	DB11841	Entinostat	0.32449074465683786	1.4232243642936195	0.014944652217666232	0.10180245997846143	NPC.TAK
CPC014_NPC_24H:BRD-K16485616-001-03-0:10	DB11830	Mocetinostat	0.3343900906822947	1.4208882438692152	0.014970433677233363	0.10185371888449381	NPC
LJP007_NPC.CAS9_24H:F13	DB12247	AZD-4547	0.3247642293277427	1.4161677503445043	0.015019027282379185	0.1019740824835941	NPC.CAS9
CPC015_NPC_24H:BRD-K59632282-052-02-3:10	DB00908	Quinidine	-0.3257975793938932	-1.4159192202665922	0.015024681090072477	0.1019740824835941	NPC
CPC006_SKM1_6H:BRD-K71799949-001-20-8:96	DB00564	Carbamazepine	0.30906742985208974	1.4171231368110657	0.015059601443780522	0.10208689727199458	SKM1
LPROT003_NPC_6H:F05	DB07101	PD-0325901	-0.31806936276437864	-1.4271383552960157	0.015099638681582227	0.10223408277250878	NPC
CPC013_NEU_24H:BRD-K16621777-001-01-9:10	DB12078	Enobosarm	-0.3145314492977802	-1.41924665945017	0.015150521414048665	0.1024011863806933	NEU
LJP009_NPC_24H:O01	DB07101	PD-0325901	-0.34062004420326586	-1.4200517418078247	0.015161028849337276	0.1024011863806933	NPC
NMH002_NPC_6H:BRD-K81839095-001-19-4:10	DB00655	Estrone	0.3104593308741129	1.4242440141903863	0.015204570586067084	0.10257109951592294	NPC
LJP009_NPC_24H:E19	DB08901	Ponatinib	0.3251724893364029	1.4135341308048959	0.015240500050726516	0.1026893113321295	NPC
CPC006_PL21_6H:BRD-A04352665-001-01-2:10	DB04835	Maraviroc	0.2705751325910184	1.3817400442715617	0.015341331351523517	0.10324401400500566	PL21
LJP008_NEU_24H:A09	DB07232	Veliparib	-0.29862792340482813	-1.4273368688060966	0.015367534560028163	0.10329575338602062	NEU
CPC014_NPC_24H:BRD-K71035033-001-01-4:10	DB11526	Masitinib	0.3078864372903	1.4229017142865197	0.015411388698314954	0.10346586949205672	NPC
NMH002_NPC_6H:BRD-K93754473-048-14-5:10	DB00675	Tamoxifen	0.31658662230314444	1.4222812081899359	0.015557745164134211	0.10405721079108489	NPC
AML001_U937_6H:BRD-A19500257:0.37037	DB02424	Geldanamycin	-0.31565258472456725	-1.4056307562673602	0.015572438916328908	0.10405721079108489	U937
CPC016_NPC_24H:BRD-K04111260-001-05-0:10	DB12518	Raclopride	0.30398873126462117	1.4209553328273778	0.015602836879432624	0.10405721079108489	NPC
LJP008_NEU_24H:N11	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	-0.30851419567508326	-1.4329778828456485	0.015617560232358822	0.10405721079108489	NEU
LJP008_NEU_24H:A04	DB05134	Tanespimycin	-0.30635015515619785	-1.4140807238137107	0.01563326759343884	0.10405721079108489	NEU
CPC017_NPC_24H:BRD-K82823804-001-01-7:10	DB04608	9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE	0.30589991930045696	1.4211118041298867	0.015649729847732358	0.10405721079108489	NPC
CPC006_SKM1_6H:BRD-K11853856-003-01-3:10	DB08348	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	0.310806271075671	1.4168305622282988	0.015664297430289777	0.10405721079108489	SKM1
NMH002_NEU_6H:BRD-K59773493-001-01-9:10	DB01924	Benzhydroxamic Acid	-0.30873097591158366	-1.4122401530228834	0.015685481990455018	0.10405721079108489	NEU
CPC017_NPC_24H:BRD-K79145749-001-01-8:10	DB13225	Dibenzepin	-0.3340012220862833	-1.4264244977171534	0.01569072089535862	0.10405721079108489	NPC
NMH002_NEU_6H:BRD-A99117172-001-01-1:10	DB01611	Hydroxychloroquine	-0.30569746742003806	-1.4299760723210049	0.01571090865627241	0.10405721079108489	NEU
AML001_HL60_6H:BRD-A75409952:3.33333	DB08059	Wortmannin	0.31721441461364785	1.4158385117785266	0.015722120658135285	0.10405721079108489	HL60
PCLB001_JURKAT_6H:BRD-K07572174-001-22-0:10	DB11672	Curcumin	0.314127072147029	1.42140912039982	0.015727126935568644	0.10405721079108489	JURKAT
LJP009_NPC.CAS9_24H:B14	DB11805	Saracatinib	0.3061346757399957	1.4020685261670436	0.015741940474578893	0.10405721079108489	NPC.CAS9
LJP007_JURKAT_24H:E20	DB12021	Dinaciclib	0.2809956669772905	1.40919702704798	0.015785568832972895	0.1042221165907169	JURKAT
NMH002_NPC_24H:BRD-K01507359-001-11-2:10	DB01045	Rifampicin	-0.3113368211427227	-1.4255618931003942	0.01584244295062311	0.10428843541208319	NPC
LJP007_NEU_24H:J22	DB03044	Doramapimod	-0.33122571493429637	-1.4135150075308476	0.01585134246099229	0.10428843541208319	NEU
LJP007_JURKAT_24H:P05	DB09054	Idelalisib	0.29426977778135477	1.4050440285104184	0.01585169263836647	0.10428843541208319	JURKAT
CPC018_NPC_24H:BRD-A14395271-001-01-5:10	DB00933	Mesoridazine	0.32211621029862497	1.4191606674238602	0.015901167381348624	0.10434985982241274	NPC
LPROT003_NPC_6H:H15	DB12270	Losmapimod	0.3046900764766753	1.4000624987009895	0.01590724687193065	0.10434985982241274	NPC
CPC013_NPC_24H:BRD-K51967704-001-01-0:10	DB12359	BIIB021	0.3288402872688415	1.4122319603063371	0.015917141191767924	0.10434985982241274	NPC
CPC017_NPC_24H:BRD-K67277431-002-03-0:10	DB13327	Picotamide	0.3134298164297992	1.4222213742538257	0.015957710825433066	0.10435761797517414	NPC
CPC015_NPC_24H:BRD-A48720949-001-03-2:10	DB01420	Testosterone propionate	0.30191237875152493	1.4111573733428067	0.015968647636874122	0.10435761797517414	NPC
LJP007_NEU_24H:M19	DB12874	Quizartinib	0.29702754697291817	1.424429658867426	0.01597444089456869	0.10435761797517414	NEU
LJP008_NPC_24H:M02	DB02709	Resveratrol	-0.3255786512102399	-1.4211488098497045	0.016000213336177814	0.10440373123103629	NPC
CPC006_NOMO1_6H:BRD-K56851771-001-02-7:0.25	DB08899	Enzalutamide	-0.3047419784208393	-1.4065209907855343	0.01606600086843248	0.10461511556859757	NOMO1
CPC014_NPC_24H:BRD-K09436313-001-01-2:10	DB02056	Prostaglandin D2	-0.330202511879899	-1.4191775832189721	0.016081296677379824	0.10461511556859757	NPC
CPC006_U937_6H:BRD-K20285085-001-01-4:10	DB07159	Tamatinib	-0.29530035038232544	-1.4036156371708215	0.016099848602341125	0.10461511556859757	U937
CPC006_U937_6H:BRD-K67844266-001-01-3:11.1	DB11759	Pevonedistat	0.2699371322409994	1.3648793658859188	0.01610761503377403	0.10461511556859757	U937
LJP007_NEU_24H:K24	DB01590	Everolimus	0.27673986141809515	1.4291164801479992	0.01618686609978486	0.10500758833802294	NEU
CPC013_NEU_24H:BRD-K28120222-001-05-0:10	DB13063	Parthenolide	-0.3114731751067671	-1.4148612499805462	0.016254821937720133	0.10532596003547111	NEU
LJP007_NEU_24H:B17	DB12200	Tivantinib	0.30040849827191657	1.424697710839674	0.01629963585919889	0.10549381491701927	NEU
CPC016_NPC_24H:BRD-A19500257:10	DB02424	Geldanamycin	0.31415017473813345	1.4159351543292644	0.01643138162462393	0.10616162253489529	NPC
NMH001_NPC_24H:BRD-K13296708-001-01-7:10	DB06155	Rimonabant	0.30862306368686065	1.4157792420402593	0.016440875043941483	0.10616162253489529	NPC
NMH002_NPC_24H:BRD-K79254416-001-12-7:10	DB01262	Decitabine	-0.31051211838966436	-1.4170171608637776	0.016560810456144034	0.10679053264603161	NPC
CPC015_NPC_24H:BRD-A17411484-001-05-1:10	DB00821	Carprofen	-0.3046603827961446	-1.4151233879822271	0.016576555166062622	0.10679053264603161	NPC
AML001_U937_6H:BRD-K43389675:0.37037	DB00694	Daunorubicin	0.3030179146175214	1.392903349236901	0.01664102922668158	0.10708223997192219	U937
CPC006_U937_6H:BRD-U88459701-000-01-8:10	DB01076	Atorvastatin	0.32443746098653947	1.413025735921406	0.016754619060094563	0.10768896282980134	U937
CPC006_U937_6H:BRD-K91623615-001-01-9:10	DB12254	ABT-751	0.26901115854029756	1.3637940280240954	0.016804627505734516	0.10788609534464082	U937
CPC016_NPC_24H:BRD-K82731415-001-05-4:10	DB02116	Olomoucine	0.2953292465742481	1.4012502587697822	0.016848175359977766	0.108041345210708	NPC
DOSBIO002_NEU_24H:BRD-A19037878:10	DB04297	Trichostatin A	-0.3076951919218992	-1.389142491044252	0.016885553470919325	0.10813212099153638	NEU
CPC006_PL21_6H:BRD-A02006392-001-09-9:10	DB01054	Nitrendipine	-0.3033113033186288	-1.396222111052111	0.016957170408645975	0.10813212099153638	PL21
NMH002_NPC_24H:BRD-K30984264-003-10-0:10	DB07919	Harmine	-0.3153598482242985	-1.4150263140197323	0.016960539492197897	0.10813212099153638	NPC
CPC006_SKM1_6H:BRD-A56359832-001-03-8:160	DB00744	Zileuton	-0.30547674740236785	-1.414982712758427	0.016979035484109933	0.10813212099153638	SKM1
PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:3.33	DB07726	t-Butylhydroquinone	0.2886462840770146	1.3791022951085883	0.016987009933580204	0.10813212099153638	JURKAT
NMH002_NEU_24H:BRD-K71879491-001-30-9:10	DB00982	Isotretinoin	-0.34344201681051195	-1.389462092753903	0.017014702636805986	0.10813212099153638	NEU
CPC015_NPC_24H:BRD-K38323065-001-09-0:10	DB03783	Phenacetin	-0.2931551233604926	-1.403649010676111	0.017027096333019916	0.10813212099153638	NPC
LJP007_JURKAT_24H:I23	DB13005	Rebastinib	0.2986912103472547	1.3976161249272354	0.01704121844711897	0.10813212099153638	JURKAT
LJP008_NEU_24H:G14	DB01254	Dasatinib	0.3121838068463346	1.3976671019972904	0.017043677681642864	0.10813212099153638	NEU
LJP007_NEU_24H:E10	DB05913	OSI-930	0.3185192473709977	1.4219055875192916	0.01705615100780642	0.10813212099153638	NEU
LJP007_NPC_24H:J20	DB03044	Doramapimod	0.3253851794087012	1.424046962682196	0.017100463508954774	0.10828999536487932	NPC
NMH002_NEU_24H:BRD-K23984367-075-10-3:10	DB15414	CM-4307	-0.30424175542704524	-1.4057567147513734	0.017150934506046805	0.10848646667713734	NEU
LJP007_NPC.CAS9_24H:G16	DB01254	Dasatinib	0.33004570839119907	1.4133693721556657	0.017193320325368067	0.10863140894136858	NPC.CAS9
CPC006_U937_6H:BRD-K59597909-001-10-1:10	DB11447	Phenothiazine	0.27495891333243877	1.3625071483118902	0.017312730171988307	0.10926212854018412	U937
CPC006_PL21_6H:BRD-K68185022-001-06-4:70.07	DB15588	Ursolic acid	0.3024032698849755	1.407753007051945	0.017355345510282283	0.10929496108371367	PL21
NMH002_NEU_24H:BRD-A84228258-001-03-6:10	DB07348	Brefeldin A	-0.29447991115323413	-1.3841822293597417	0.017357113375187364	0.10929496108371367	NEU
LJP008_NPC.TAK_24H:A03	DB02546	Vorinostat	-0.30426514416426936	-1.3841474936656077	0.017384910940872328	0.10934658189304028	NPC.TAK
DOSBIO002_NEU_24H:BRD-A19037878:1.11111	DB04297	Trichostatin A	-0.3117582884300442	-1.3870660516189988	0.01753283725678833	0.11015281425182667	NEU
CPC006_NOMO1_6H:BRD-K93754473-001-06-0:28.39	DB00675	Tamoxifen	-0.31693173357021787	-1.4007216739136983	0.01765687453917498	0.11067221722652436	NOMO1
AML001_HL60_6H:BRD-K93754473:4.48614	DB00675	Tamoxifen	0.2767120752754955	1.360242158333262	0.017669491525423728	0.11067221722652436	HL60
AML001_U937_6H:BRD-K19706299:1.11111	DB00374	Treprostinil	0.29782280358227253	1.3948444275010448	0.017675021607605878	0.11067221722652436	U937
CPC015_NPC_24H:BRD-A28746609-001-05-7:10	DB01229	Paclitaxel	0.30957850553015553	1.412953647445739	0.01776920088720693	0.11091369947645609	NPC
CPC006_NOMO1_6H:BRD-K71799949-001-20-8:96	DB00564	Carbamazepine	-0.31939332643198504	-1.4171230657363705	0.017773016508124993	0.11091369947645609	NOMO1
NMH002_NEU_24H:BRD-K30466858-335-01-5:10	DB08846	Ellagic acid	-0.28290968292574215	-1.3909793650088573	0.017788223651657595	0.11091369947645609	NEU
LJP008_NEU_24H:A23	DB11740	MK-1775	0.2891404287416645	1.4070753487093377	0.017819094095814145	0.11091369947645609	NEU
NMH001_NPC_6H:BRD-A75409952-001-04-0:10	DB08059	Wortmannin	0.2935197275855477	1.3882085157751909	0.01782345075195545	0.11091369947645609	NPC
AML001_U937_24H:BRD-A19500257:3.33333	DB02424	Geldanamycin	0.30969298254671834	1.401996647895758	0.01783287120100038	0.11091369947645609	U937
CPC014_NPC_24H:BRD-K84639753-066-01-9:10	DB06654	Safinamide	-0.3173915215052513	-1.4092211974010236	0.017883124785058595	0.1111023977459264	NPC
CPC016_NEU_24H:BRD-K92984783-003-02-4:10	DB09224	Melperone	-0.3141163772021554	-1.4086088571966964	0.017970196631690326	0.11151916241179125	NEU
LJP007_JURKAT_24H:I06	DB01268	Sunitinib	0.27773847465373075	1.3530676874861287	0.018073844564936742	0.11175699142642188	JURKAT
CPC016_NEU_24H:BRD-K94270326-004-01-0:10	DB12273	Ecopipam	-0.30622002992428765	-1.408488692717372	0.0180809134131038	0.11175699142642188	NEU
CPC006_NOMO1_6H:BRD-A58955223-001-01-2:10	DB12422	Sulforaphane	-0.30109228695005513	-1.3922764395968048	0.018088610802487182	0.11175699142642188	NOMO1
CPC006_SKM1_6H:BRD-A35108200-001-04-7:10	DB01234	Dexamethasone	-0.3132577154026607	-1.4118649236347334	0.018109834973148838	0.11175699142642188	SKM1
CPC006_PL21_6H:BRD-A71390734-001-01-7:0.08	DB01177	Idarubicin	0.2955492202587412	1.3792143575266296	0.018146811070998796	0.11175699142642188	PL21
LJP008_NPC.TAK_24H:L24	DB05015	Belinostat	0.31777655046571346	1.4033695206735615	0.018156677263446278	0.11175699142642188	NPC.TAK
PCLB001_JURKAT_24H:BRD-K07572174-001-22-0:10	DB11672	Curcumin	0.30189567026575354	1.39617666430644	0.018165988581378606	0.11175699142642188	JURKAT
CPC018_NPC_24H:BRD-A97730597-003-03-2:10	DB00473	Hexylcaine	0.30814753655107424	1.4057320720353295	0.0181846774078257	0.11175699142642188	NPC
LJP009_NPC.TAK_24H:O05	DB07101	PD-0325901	-0.30875500245796617	-1.4002591228997328	0.018196162691152033	0.11175699142642188	NPC.TAK
LJP009_NPC.TAK_24H:E13	DB13113	JNJ-38877605	-0.29530669195704135	-1.388298679933334	0.01820883764234047	0.11175699142642188	NPC.TAK
PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:0.37	DB07726	t-Butylhydroquinone	-0.288642302436074	-1.3823105511637066	0.018339640617143462	0.11243610439894876	JURKAT
NMH002_NPC_24H:BRD-K11528507-001-05-9:10	DB02424	Geldanamycin	0.3115661634228797	1.4039624306367713	0.018369305110805405	0.1124943503986645	NPC
CPC014_NPC_24H:BRD-K15891719-001-01-0:10	DB14126	Tenofovir	0.30477683024929364	1.4010029073613919	0.0184394501008774	0.11257410401909818	NPC
LJP008_NPC_24H:C12	DB13877	Iniparib	0.3239630159279747	1.4098400890531428	0.01846337105419893	0.11257410401909818	NPC
DOSBIO001_NEU_24H:BRD-A75409952:1.11111	DB08059	Wortmannin	0.30082213403479	1.3991443692017251	0.01847462353597323	0.11257410401909818	NEU
CPC014_NEU_24H:BRD-K81062487-001-01-7:10	DB04348	Taurocholic acid	0.28982984887764884	1.3828663616751868	0.01849249204822842	0.11257410401909818	NEU
NMH002_NEU_24H:BRD-K33127281-001-02-3:10	DB00210	Adapalene	-0.3160002448390646	-1.409733920767823	0.01849622551601334	0.11257410401909818	NEU
LJP008_NPC.TAK_24H:D02	DB09074	Olaparib	-0.30993376146076784	-1.4003388784411563	0.0185117857359268	0.11257410401909818	NPC.TAK
LJP009_NPC.CAS9_24H:E22	DB08901	Ponatinib	0.30717716877635837	1.399413025353262	0.01852357545967595	0.11257410401909818	NPC.CAS9
CPC016_NEU_24H:BRD-K99621550-003-03-4:10	DB01199	Tubocurarine	0.317033133546152	1.406994542967457	0.01855514115445363	0.11264323449477345	NEU
LJP007_JURKAT_24H:P17	DB05294	Vandetanib	0.2936328336814511	1.3746825071850504	0.018687239774675485	0.11321901369962656	JURKAT
DOSBIO001_NPC_24H:BRD-K27305650:0.37037	DB02656	LY-294002	-0.3268224299357075	-1.4047044559607795	0.018690573869395242	0.11321901369962656	NPC
NMH002_NEU_24H:BRD-K28912512-001-19-0:10	DB02701	Nicotinamide	-0.2943463962566246	-1.387673859505444	0.018723496792432313	0.11322351856983917	NEU
LJP007_NPC.CAS9_24H:M21	DB12874	Quizartinib	-0.3213687851840681	-1.4067115888121722	0.018736238072996597	0.11322351856983917	NPC.CAS9
LJP009_NPC.TAK_24H:E24	DB08901	Ponatinib	0.32035174312553893	1.406729295636105	0.0187522013189696	0.11322351856983917	NPC.TAK
CPC006_SKM1_6H:BRD-K81418486-001-13-7:11.1	DB02546	Vorinostat	-0.29427139511604716	-1.3683226100281032	0.018961188408829377	0.11425632608901783	SKM1
CPC018_NPC_24H:BRD-A71459254-001-02-8:10	DB13240	Cymarin	0.3098646781342073	1.4035808043616598	0.018983518854085772	0.11425632608901783	NPC
LJP008_NPC.TAK_24H:N10	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	-0.3063843296752117	-1.4013277824384633	0.01898469515764824	0.11425632608901783	NPC.TAK
CPC015_NPC_24H:BRD-K42635745-001-02-4:10	DB13340	Suloctidil	0.2980674849705161	1.405381263344623	0.019010355459082803	0.11427353378702443	NPC
CPC015_NPC_24H:BRD-K81839095-001-04-6:10	DB00655	Estrone	0.3185749966816922	1.4101284547121478	0.01904959343975307	0.11427353378702443	NPC
NMH002_NEU_24H:BRD-K77830450-001-03-2:10	DB02587	Colforsin	-0.2854601745441863	-1.3765729881240254	0.01905228421161184	0.11427353378702443	NEU
NMH001_NPC_6H:BRD-K89997465-001-08-7:10	DB00477	Chlorpromazine	0.3272418540853812	1.3946414863338064	0.019088016967126194	0.11427353378702443	NPC
NMH001_NEU_6H:BRD-A95696066-001-01-7:10	DB09186	Nisoxetine	0.2957440779392139	1.3773540359512852	0.019099263905222354	0.11427353378702443	NEU
LJP007_NPC_24H:D19	DB06616	Bosutinib	0.3080819649316942	1.3942058431222244	0.019124911785462245	0.11427353378702443	NPC
NMH002_NPC_6H:BRD-K12184916-001-08-9:10	DB11651	Dactolisib	0.31166697470198895	1.3999716819910009	0.019130933958967703	0.11427353378702443	NPC
CPC014_NPC_24H:BRD-K38615104-001-06-8:10	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	0.3016531850332376	1.401421467721573	0.019303461171121482	0.11517467281249061	NPC
CPC016_NPC_24H:BRD-A22684332-003-03-1:10	DB01366	Procaterol	0.29599590451366636	1.3988213252618105	0.01932308545482904	0.11517467281249061	NPC
AML001_HL60_6H:BRD-K43389675:1.11111	DB00694	Daunorubicin	0.31941192224350173	1.3938031865710563	0.019458448342724182	0.11583898818151914	HL60
CPC006_SKM1_6H:BRD-A13122391-001-01-9:0.08	DB12025	Triptolide	0.3021029740090353	1.3936335013291266	0.0194878147145244	0.11583898818151914	SKM1
CPC015_NPC_24H:BRD-K37991163-003-06-8:10	DB00715	Paroxetine	0.30968178734990626	1.3925016281820333	0.01949682916337094	0.11583898818151914	NPC
CPC018_NPC_24H:BRD-K16195444-001-01-7:10	DB00935	Oxymetazoline	-0.303528662487739	-1.3994536788735572	0.019518889863139034	0.11584668781537517	NPC
PCLB001_JURKAT_6H:BRD-K07572174-001-22-0:0.16	DB11672	Curcumin	-0.3153869086007741	-1.4082361593481318	0.019657231887821345	0.11654377970473463	JURKAT
LJP009_NPC.CAS9_24H:O24	DB07232	Veliparib	0.3345921071700363	1.399232339876374	0.01976156985726474	0.11693306629911386	NPC.CAS9
LJP007_NPC.TAK_24H:I13	DB11526	Masitinib	0.31224777540873094	1.3951823113465267	0.019789388004273288	0.11693306629911386	NPC.TAK
CPC006_NOMO1_6H:BRD-A70449690-001-01-4:10	DB02587	Colforsin	0.2794292022016094	1.3569313956708489	0.019803183088324627	0.11693306629911386	NOMO1
LJP007_NPC_24H:I04	DB01268	Sunitinib	-0.306834599368066	-1.3965192020564183	0.019806730176135975	0.11693306629911386	NPC
CPC013_NEU_24H:BRD-K31553034-001-01-4:10	DB06629	Zibotentan	0.2915041243008524	1.3827232566049767	0.019915427636066022	0.11733654888586702	NEU
CPC006_U937_6H:BRD-A58955223-001-01-2:10	DB12422	Sulforaphane	0.2956923226557063	1.3773385276860863	0.019917137801562297	0.11733654888586702	U937
NMH001_NEU_6H:BRD-K52256627-300-04-1:10	DB00878	Chlorhexidine	-0.32754042401089767	-1.3963664747656754	0.01995094245576295	0.11741171725812394	NEU
CPC016_NEU_24H:BRD-K07762753-001-02-8:10	DB07379	(2S)-2-({6-[(3-Amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methyl-1-butanol	0.31658471019562257	1.404423197147549	0.020073451126290477	0.11800820214286045	NEU
LJP008_NEU_24H:I09	DB11830	Mocetinostat	0.2955573412706424	1.3761869602048207	0.02012719267593822	0.11819958730427298	NEU
LJP008_NPC_24H:D01	DB09074	Olaparib	0.2943156639993468	1.3782375719918518	0.02018029759965244	0.11838683523497472	NPC
CPC015_NPC_24H:BRD-K89375097-300-06-2:10	DB00670	Pirenzepine	-0.3178432887126693	-1.3994242041031661	0.020219999288028194	0.11849514288645933	NPC
LJP007_NPC_24H:P19	DB11886	Infigratinib	0.3132813902345697	1.3936537906177406	0.02028681783290485	0.11857439197511815	NPC
CPC006_NOMO1_6H:BRD-A09533288-003-20-5:10	DB14063	Dexverapamil	-0.28806811946703403	-1.3686666481612444	0.020289390784345135	0.11857439197511815	NOMO1
LJP007_NEU_24H:F06	DB12848	PF-04217903	-0.288865070897899	-1.4044100428625905	0.020297283444387495	0.11857439197511815	NEU
NMH002_NEU_6H:BRD-K02637541-001-13-1:10	DB00482	Celecoxib	0.30000462069663963	1.3955109109803032	0.020416170188032202	0.11914415635881972	NEU
NMH001_NEU_24H:BRD-K22134346-001-18-1:10	DB00641	Simvastatin	-0.3265668940273375	-1.3999393608021944	0.020484554815263477	0.11941831903276377	NEU
CPC016_NPC_24H:BRD-A97479839-003-08-3:10	DB13351	Piperidolate	-0.3039620002825953	-1.400455868783656	0.020531267970977256	0.11956570355958467	NPC
LJP007_NPC_24H:M02	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	0.28974233740875593	1.3814756406687385	0.020707710134975646	0.120467481588143	NPC
CPC015_NPC_24H:BRD-K91315211-300-03-2:10	DB06698	Betahistine	-0.303305849192968	-1.39823069267314	0.020734226130988073	0.1204960912341484	NPC
CPC006_PL21_6H:BRD-K19216856-001-02-7:88.8	DB12116	Epigallocatechin gallate	0.2886300933336812	1.3843151991367317	0.020755990550118123	0.12049705648190323	PL21
CPC015_NPC_24H:BRD-A98702003-304-03-0:10	DB02329	Carbenoxolone	-0.3056819701707114	-1.385604811940854	0.020839075179911192	0.12085363869929786	NPC
AML001_U937_24H:BRD-A19500257:10	DB02424	Geldanamycin	0.3055132462719013	1.3770141089170305	0.02088421880891104	0.12091305744214902	U937
CPC014_NEU_24H:BRD-K93331255-001-01-2:10	DB14642	Lypressin	-0.3291990269052025	-1.387320190850364	0.020892666673997428	0.12091305744214902	NEU
CPC006_PL21_6H:BRD-A35108200-001-04-7:10	DB01234	Dexamethasone	-0.321166229793317	-1.3925912580597388	0.020921981770268883	0.12093190616776565	PL21
CPC006_THP1_6H:BRD-K55395145-001-01-7:88.8	DB00642	Pemetrexed	-0.3142891594377268	-1.3953052421727468	0.020939276099311996	0.12093190616776565	THP1
CPC015_NPC_24H:BRD-A01320529-001-05-9:10	DB00938	Salmeterol	0.2847536718769201	1.3638706994115584	0.020976748308565014	0.12097146060817991	NPC
CPC015_NPC_24H:BRD-K15409150-001-01-7:10	DB13791	Penfluridol	0.292553009396806	1.4079149294917668	0.02102375546052859	0.12097146060817991	NPC
NMH002_NEU_6H:BRD-A70814879-003-01-8:10	DB12764	Opaganib	-0.2986494397834328	-1.381672025801186	0.021044790017692522	0.12097146060817991	NEU
