	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	Normalized_Enrichment_Score	FDR
79	DB00783	Estradiol	"Estradiol is indicated in various preparations for the treatment of moderate to severe vasomotor symptoms and vulvar and vaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration, or primary ovarian failure, and for the prevention of postmenopausal osteoporosis. It is also used for the treatment of breast cancer (only for palliation therapy) in certain men or women with metastatic disease, and for the treatment of androgen-dependent prostate cancer (only for palliation therapy).[L11485,L11494,L11497] It is also used in combination with other hormones as a component of oral contraceptive pills for preventing pregnancy (most commonly as [DB00977], a synthetic form of estradiol).

**A note on duration of treatment**

Recommendations for treatment of menopausal symptoms changed drastically following the release of results and early termination of the Women's Health Initiative (WHI) studies in 2002 as concerns were raised regarding estrogen use.[A31626] Specifically, the combined estrogen–progestin group was discontinued after about 5 years of follow up due to a statistically significant increase in invasive breast cancer and in cardiovascular events.[A31627] 

Following extensive critique of the WHI results, Hormone Replacement Therapy (HRT) is now recommended to be used only for a short period (for 3-5 years postmenopause) in low doses, and in women without a history of breast cancer or increased risk of cardiovascular or thromboembolic disease.[A31628] Estrogen for postmenopausal symptoms should always be given with a progestin component due to estrogen's stimulatory effects on the endometrium; in women with an intact uterus, unopposed estrogen has been shown to promote the growth of the endometrium which can lead to endometrial hyperplasia and possibly cancer over the long-term. 

"	MT-ATP6, ESR2, NR1I2, GPER1, CHRNA4, BECN1, ESR1	-1.909762543231055	-1.6052859025944384	0.00016543829883834725
80	DB01067	Glipizide	Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.[label] 	ABCC8, PPARG	-3.450808130716525	-1.6294121213916906	0.00021507234767878357
81	DB00368	Norepinephrine	Mainly used to treat patients in vasodilatory shock states such as septic shock and neurogenic shock and has shown a survival benefit over dopamine. Also used as a vasopressor medication for patients with critical hypotension.	SLC18A2, ADRB2, ADRA2A, ADRA2C, ADRB1, PAH, ADRA1A, ADRA1B, ADRB3, ADRA2B, ADRA1D, SLC18A1	-0.7718372637271531	1.597083013778779	0.00021933517221324193
82	DB12565	Abexinostat		HDAC1	-8.524700239590059	1.5991777147371893	0.00026473462101525813
83	DB00175	Pravastatin	"Pravastatin is indicated for primary prevention of coronary events hypercholesterolemic patients without clinical evidence of coronary heart disease. Its use includes the reduction of risk on myocardial infarction, undergoing myocardial revascularization procedures and cardiovascular mortality.[T274]

As well, pravastatin can be used as a secondary prevention agent for cardiovascular events in patients with clinically evident coronary heart disease. This indication includes the reduction of risk of total mortality by reducing coronary death, myocardial infarction, undergoing myocardial revascularization procedures, stroke, and stroke/transient ischemic attack as well as to slow the progression of coronary atherosclerosis.[T274]

The term cardiovascular events correspond to all the incidents that can produce damage to the heart muscle including the interruption of blood flow.[L6028]

As adjunctive therapy to diet, pravastatin is used in:

- Patients with primary hypercholesterolemia and mixed dyslipidemias including hyperlipidemia type IIa and IIb.
- Patients with elevated serum triglycerides including type IV hyperlipidemia.
- Patients with heterozygous familial hypercholesterolemia in patients over 8 years of age with low-density lipoprotein (LDL) cholesterol higher than 190 mg/dl after diet modifications or LDL levels higher than 160 mg/dl and familial history of premature cardiovascular diseases or at least two cardiovascular risk factors.[T274]

In patients that do not respond adequately to diet, pravastatin is used to treat patients with primary dysbetalipoproteinemia (type III hyperlipidemia).[T274] 

Dyslipidemia is defined as an elevation of plasma cholesterol, triglycerides or both as well as to the presence of low levels of high-density lipoprotein. This condition represents an increased risk for the development of atherosclerosis.[L6025]"	HDAC2, HMGCR	-4.336875907146158	-1.6063218909128218	0.000289748752569118
84	DB06926	(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid		PPARG	-7.758711886116155	1.6241105441875276	0.00033903110156004927
85	DB09213	Dexibuprofen	For more information, refer to [ibuprofen].	PTGS2, S100A7, FABP2, PTGS1, CFTR, PPARA, SLC15A1, PPARG, PLAT, BCL2, THBD, GP1BA	-0.7390630107200068	-1.620154176375671	0.0003428012401767468
86	DB00408	Loxapine	For the management of the manifestations of psychotic disorders such as schizophrenia	SLC6A3, ADRA2A, HTR2A, ADRA2C, ADRA1B, ADRA2B, DRD1, CHRM5, HTR1A, CHRM3, DRD3, HRH1, HTR5A, HTR6, HRH2, CHRM4, ADRB1, SLC6A2, HTR1D, HTR1E, DRD2, HRH4, HTR3A, DRD4, CHRM2, SLC6A4, HTR2C, DRD5, ADRA1A, CHRM1, HTR1B, HTR7	-1.0328087178915335	1.594017448757261	0.00038268594252227167
87	DB01229	Paclitaxel	Used in the treatment of Kaposi's sarcoma and cancer of the lung, ovarian, and breast. Abraxane® is specfically indicated for the treatment of metastatic breast cancer and locally advanced or metastatic non-small cell lung cancer.	TUBB1, MAPT, MAP2, NR1I2, MAP4, BCL2	-1.2993702482860792	-1.5485654880768935	0.00047386076609829824
88	DB08770	4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol		ADORA2A	-5.4143822057645385	1.4939053422537512	0.0005817293168164161
89	DB04910	Oxibendazole	Investigated for use/treatment in infectious and parasitic disease (unspecified) and pediatric indications.	TUBB4B	-7.918964201174031	-1.6030148333741636	0.0006246325118105269
90	DB00320	Dihydroergotamine	"Dihydroergotamine (DHE) in all formulations is indicated for the acute treatment of migraine with or without aura in adults.[L38459, L38464, L38469] As an injection, DHE is also indicated for the acute treatment of cluster headache episodes.[L38459]

DHE is not indicated for migraine prevention or the management of hemiplegic or basilar migraine.[L38459, L38464, L38469]"	HTR2B, DRD4, ADRA2A, HTR1A, HTR2C, HTR2A, DRD3, HTR1F, ADRA1A, HTR1D, HTR1E, HTR4, ADRB3, DRD2, HTR1B	-1.1008810160546836	1.530931787337365	0.0007353957443055516
91	DB01186	Pergolide	Indicated as adjunctive treatment to levodopa/carbidopa in the management of the signs and symptoms of Parkinson's disease. It was withdrawn from the US and Canadian markets in 2007 due to an increased risk of cardiac valvulopathy. 	HTR2B, ADRA2A, HTR1A, DRD5, DRD3, HTR2A, HTR2C, ADRA1A, HTR1B, HTR1D, ADRA1B, DRD2, ADRA1D, DRD4, DRD1	-1.520284124946648	1.5220836322790314	0.000772307912650135
92	DB01393	Bezafibrate	For the treatment of primary hyperlipidaemia types IIa, IIb, III, IV and V (Fredrickson classification) corresponding to groups I, II and III of the European Atherosclerosis Society guidelines - when diet alone or improvements in lifestyle such as increased exercise or weight reduction do not lead to an adequate response. Also for the treatment of secondary hyperlipidaemias, e.g. severe hypertriglyceridemias, when sufficient improvement does not occur after correction of the underlying disorder (e.g. diabetes mellitus).	RXRA, NR1I2, RXRG, PPARA, PPARG, RXRB, PPARD	-1.2769994009200534	1.5134889065948718	0.0009104415688508684
93	DB08399	Piceatannol		ATP5F1B, ATP5F1A, ATP5F1C	-7.876133632002291	-1.5385182334721024	0.0009231512269425818
94	DB00541	Vincristine	Treatment of acute lymphocytic leukemia (ALL), Hodgkin lymphoma, non-Hodgkin lymphomas, Wilms' tumor, neuroblastoma, rhabdomyosarcoma. Liposomal vincristine is indicated for the treatment of relapsed Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL). 	TUBB, TUBA4A	-8.2097863100465	-1.5553265309440996	0.0009350908652821877
95	DB01403	Methotrimeprazine	For the treatment of psychosis, particular those of schizophrenia, and manic phases of bipolar disorder.	ADRA2A, HTR2A, ADRA2C, ADRA1B, ADRA2B, CHRM5, CHRM3, DRD3, HRH1, ADRA1D, CHRM4, DRD2, DRD4, CHRM2, HTR2C, DRD5, ADRA1A, CHRM1, DRD1	-1.6048735339557858	-1.5202857918312522	0.0014451512523403448
96	DB06654	Safinamide	Safinamide is indicated as an add-on treatment to levodopa with or without other medicines for Parkinson’s disease	MAOB	-6.049442835642854	1.491252918968765	0.0016757792483658883
97	DB00659	Acamprosate	Acamprosate is indicated for the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation. It is also indicated for the maintenance of alcohol abstinence in patients who have undergone alcohol detoxification. This drug should be used with a psychosocial support program providing adequate support.[L31738]	GRIN1, GABBR1, GRM5	-4.563368115219306	1.5192107750011563	0.0016891353952128805
98	DB06603	Panobinostat	Panobinostat is indicated in the treatment of multiple myeloma in combination with dexamethasone and bortezomib in patients who have received 2 previous treatment regimens including bortezomib and an immunomodulatory agent. This indication is approved by accelerated approval based on progression free survival as of February 23, 2015. 	HDAC1	-8.524700239590059	1.5025360980386933	0.0017418475483187317
99	DB01149	Nefazodone	For the treatment of depression.	SLC6A3, ADRA2A, SLC6A4, HTR1A, HTR2C, HTR2A, SLC6A2, ADRA1B, ADRA1A, KCNH2	-0.857226903814374	1.4334938463463751	0.002082484958120817
100	DB00159	Icosapent	EPA can be used for lowering elevated triglycerides in those who are hyperglyceridemic. In addition, EPA may play a therapeutic role in patients with cystic fibrosis by reducing disease severity and may play a similar role in type 2 diabetics in slowing the progression of diabetic nephropathy.	PTGS2, FADS1, ACSL4, PTGS1, TRPV1, PPARA, SLC8A1, PPARG, FABP7, PPARD, FFAR1	-0.8841683412111987	-1.4175894130811173	0.0026938514964492503
101	DB00201	Caffeine	Caffeine is indicated for the short term treatment of apnea of prematurity in infants and off label for the prevention and treatment of bronchopulmonary dysplasia caused by premature birth.[T716,L9851] In addition, it is indicated in combination with sodium benzoate to treat respiratory depression resulting from an overdose with CNS depressant drugs.[L9899] Caffeine has a broad range of over the counter uses, and is found in energy supplements, athletic enhancement products, pain relief products, as well as cosmetic products.[T716,L9854,L9872]	PDE1A, PIK3CB, PDE1B, PRKDC, PDE4B, ATM, PIK3CD, ADORA2B, ADORA1, ADORA3, RYR1, ITPR1, PIK3CA, ADORA2A	-1.6028315179724386	1.4530031757409512	0.002728055228626135
102	DB09232	Cilnidipine	"Cilnidipine is indicated for the management of hypertension for end-organ protection.[L1436] It is reported to be useful in elderly patients and in those with diabetes and albuminuria. Cilnidipine has been increasingly used in patients with chronic kidney disease 

Hypertension is the term used to describe the presence of high blood pressure. The blood pressure is generated by the force of the blood pumped from the heart against the blood vessels. Thus hypertension is caused when there is too much pressure on the blood vessels and this effect can damage the blood vessel.[L1438]"	CACNA1B, CACNA1C	-2.954589857548592	1.4425603223591916	0.0028027975637498832
103	DB04017	Clorgiline		MAOA	-5.841665233777806	1.4095832557871129	0.0028114958135324734
104	DB00925	Phenoxybenzamine	For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.	ADRB2, ADRA2A, CALM1, ADRA2C, ADRA1A, ADRA1B, ADRA2B, ADRA1D	-1.0593989022303778	1.4591458244121345	0.003173167494069467
105	DB01173	Orphenadrine	Indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculo skeletal conditions.	GRIN1, SCN10A, HRH1, SLC6A2, GRIN2D, GRIN3A, GRIN3B	-0.9530302123510132	-1.468264620108702	0.00328835549066647
106	DB00227	Lovastatin	"Lovastatin is indicated to reduce the risk of myocardial infarction, unstable angina, and the need for coronary revascularization procedures in individuals without symptomatic cardiovascular disease, average to moderately elevated total-C and LDL-C, and below average HDL-C. It is indicated as an intervention alternative in individuals presenting dyslipidemia at risk of developing atherosclerotic vascular disease. The administration of this agent should be accompanied by the implementation of a fat and cholesterol-restricted diet.[F4661]

Therapy with lipid-altering agents should be a component of multiple risk factor intervention in those individuals at significantly increased risk for atherosclerotic vascular disease due to hypercholesterolemia. Lovastatin is indicated as an adjunct to diet for the reduction of elevated total-C and LDL-C levels in patients with primary hypercholesterolemia (Types IIa and IIb2), when the response to diet restricted in saturated fat and cholesterol and to other nonpharmacological measures alone has been inadequate.[F4661,F4664]

Lovastatin is also indicated to slow the progression of coronary atherosclerosis in patients with coronary heart disease as part of a treatment strategy to lower total-C and LDL-C to target levels.[F4661]

Lovastatin is indicated as an adjunct to diet to reduce total-C, LDL-C and apolipoprotein B levels in adolescent boys and girls with Heterozygous Familial Hypercholesterolemia (HeFH) who are at least one year post-menarche, 10 to 17 years of age, with HeFH if after an adequate trial of diet therapy the following findings are present: LDL-C remains greater than 189 mg/dL or LDL-C remains greater than 160 mg/dL and there is a positive family history of premature cardiovascular disease or two or more other CVD risk factors are present in the adolescent patient.

Before administering lovastatin, it is important to rule out the presence of secondary causes of hypercholesterolemia and a lipid profile should be performed.

Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD. Statin-indicated conditions include diabetes mellitus, clinical atherosclerosis (including myocardial infarction, acute coronary syndromes, stable angina, documented coronary artery disease, stroke, trans ischemic attack (TIA), documented carotid disease, peripheral artery disease, and claudication), abdominal aortic aneurysm, chronic kidney disease, and severely elevated LDL-C levels.[A181087, A181406]"	ITGAL, HMGCR, HDAC2	-2.956821933671005	-1.457130133655913	0.003441224681161207
107	DB04599	Aniracetam		HTR2A, GRIA3, DRD2, GRIA2	-4.7363009188120815	1.472170242782654	0.003717820056459386
108	DB01248	Docetaxel	For the treatment of patients with locally advanced or metastatic breast cancer after failure of prior chemotherapy. Also used as a single agent in the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior platinum-based chemotherapy. It is also used in combination with prednisone, in the treatment of patients with androgen independent (hormone refractory) metastatic prostate cancer. Furthermore, docetaxel has uses in the treatment of gastric adenocarinoma and head and neck cancer. 	TUBB1, MAPT, MAP2, NR1I2, MAP4, BCL2	-1.2993702482860792	-1.433487808648117	0.004613306011286756
109	DB08927	Amperozide		HTR2A	-6.801843157657411	1.4542789912058474	0.005298778790145158
110	DB00933	Mesoridazine	Used in the treatment of schizophrenia, organic brain disorders, alcoholism and psychoneuroses.	HTR2A, DRD2	-3.4992785721890574	1.3782730121208084	0.006317141235291952
111	DB04216	Quercetin		AHR, ESR2, SF3B3, HSPA2, CSNK2A1, PIK3CG, CSNK2B, HIBCH, HSP90AA1, ATP5F1A, ACTB, ATP5F1B, NR1I2, CBR1, ESR1, HCK, STK17B, ATP5F1C, UBA1, CYP1B1, UGT3A1, SHBG, CEBPB, NQO2, RUVBL2, EIF3F, PIM1	-1.2919270333026769	1.4264797768467596	0.007343310960306875
112	DB01200	Bromocriptine	For the treatment of galactorrhea due to hyperprolactinemia, prolactin-dependent menstrual disorders and infertility, prolactin-secreting adenomas, prolactin-dependent male hypogonadism, as adjunct therapy to surgery or radiotherapy for acromegaly or as monotherapy is special cases, as monotherapy in early Parksinsonian Syndrome or as an adjunct with levodopa in advanced cases with motor complications. Bromocriptine has also been used off-label to treat restless legs syndrome and neuroleptic malignant syndrome.	HTR2B, ADRA2A, HTR1A, HTR2C, DRD3, ADRA2C, HTR2A, DRD5, HTR7, ADRA1A, HTR1B, HTR1D, ADRA1B, ADRA2B, DRD2, ADRA1D, DRD4, DRD1	-1.6831046199132906	-1.412393874744152	0.008489595505010727
113	DB00966	Telmisartan	Used alone or in combination with other classes of antihypertensives for the treatment of hypertension. Also used in the treatment of diabetic nephropathy in hypertensive patients with type 2 diabetes mellitus, as well as the treatment of congestive heart failure (only in patients who cannot tolerate ACE inhibitors).	AGTR1, PPARG	-3.977712936418429	-1.4193053869364354	0.009600034905071305
114	DB01076	Atorvastatin	"Atorvastatin is indicated for the treatment of several types of dyslipidemias, including primary hyperlipidemia and mixed dyslipidemia in adults, hypertriglyceridemia, primary dysbetalipoproteinemia, homozygous familial hypercholesterolemia, and heterozygous familial hypercholesterolemia in adolescent patients with failed dietary modifications.[A177397]

Dyslipidemia describes an elevation of plasma cholesterol, triglycerides or both as well as to the presence of low levels of high-density lipoprotein. This condition represents an increased risk for the development of atherosclerosis.[L6025] 

Atorvastatin is indicated, in combination with dietary modifications, to prevent cardiovascular events in patients with cardiac risk factors and/or abnormal lipid profiles.[A177397]

Atorvastatin can be used as a preventive agent for myocardial infarction, stroke, revascularization, and angina, in patients without coronary heart disease but with multiple risk factors and in patients with type 2 diabetes without coronary heart disease but multiple risk factors.[A177397]

Atorvastatin may be used as a preventive agent for non-fatal myocardial infarction, fatal and non-fatal stroke, revascularization procedures, hospitalization for congestive heart failure and angina in patients with coronary heart disease.[A177397]

Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD. Statin-indicated conditions include diabetes mellitus, clinical atherosclerosis (including myocardial infarction, acute coronary syndromes, stable angina, documented coronary artery disease, stroke, trans ischemic attack (TIA), documented carotid disease, peripheral artery disease, and claudication), abdominal aortic aneurysm, chronic kidney disease, and severely elevated LDL-C levels.[A181087, A181406]"	DPP4, NR1I3, AHR, HDAC2, HMGCR	-1.8527787548908847	-1.3953806322790303	0.00971369843360358
115	DB00641	Simvastatin	"Simvastatin is indicated for the treatment of hyperlipidemia to reduce elevated total cholesterol (total-C), low-density lipoprotein cholesterol (LDL‑C), apolipoprotein B (Apo B), and triglycerides (TG), and to increase high-density lipoprotein cholesterol (HDL-C).[F4655, F4658]

This includes the treatment of primary hyperlipidemia (Fredrickson type IIa, heterozygous familial and nonfamilial), mixed dyslipidemia (Fredrickson type IIb), hypertriglyceridemia (Fredrickson type IV hyperlipidemia), primary dysbetalipoproteinemia (Fredrickson type III hyperlipidemia), homozygous familial hypercholesterolemia (HoFH) as an adjunct to other lipid-lowering treatments, as well as adolescent patients with Heterozygous Familial Hypercholesterolemia (HeFH).[F4655, F4658]

Simvastatin is also indicated to reduce the risk of cardiovascular morbidity and mortality including myocardial infarction, stroke, and the need for revascularization procedures. It is primarily used in patients at high risk of coronary events because of existing coronary heart disease, diabetes, peripheral vessel disease, history of stroke or other cerebrovascular disease.[F4655, F4658]

Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD. Statin-indicated conditions include diabetes mellitus, clinical atherosclerosis (including myocardial infarction, acute coronary syndromes, stable angina, documented coronary artery disease, stroke, trans ischemic attack (TIA), documented carotid disease, peripheral artery disease, and claudication), abdominal aortic aneurysm, chronic kidney disease, and severely elevated LDL-C levels.[A181087, A181406]"	ITGAL, HMGCR, HDAC2	-2.956821933671005	-1.3719091420009604	0.010211668051119921
116	DB00191	Phentermine	"Phentermine is indicated, alone or in combination with topiramate, as a short-term adjunct, not pass a few weeks, in a regimen of weight reduction based on exercise, behavioral modifications and caloric restriction in the management of exogenous obesity for patients with an initial body mass index (BMI) greater than 30 kg/m2 or greater than 27 kg/m2 in presence of other risk factors such as controller hypertension, diabetes or hyperlipidemia.[FDA label]

Exogenous obesity is considered when the overweight is caused by consuming more food than the person activity level warrants. This condition commonly causes an increase in fat storage. It is an epidemic condition in the United States where over two-thirds of adults are overweight or obese and one in three Americans is obese. In the world, the incidence of obesity has nearly doubled.[A174391]"	SLC6A3, SLC6A4, MAOA, SLC6A2, MAOB, NPY	-2.1129940027172456	1.298682125447163	0.010376631443642852
117	DB00975	Dipyridamole	For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.	RCAN1, PDE4A, ORM1, PDE10A, PDE5A, ADA	-1.0663253565613424	1.3620778698280864	0.010822794801398276
118	DB00800	Fenoldopam	For the in-hospital, short-term (up to 48 hours) management of severe hypertension when rapid, but quickly reversible, emergency reduction of blood pressure is clinically indicated, including malignant hypertension with deteriorating end-organ function.	ADRA2A, DRD5, ADRA2C, ADRA1A, ADRA1B, ADRA2B, ADRA1D, DRD1	-1.8457797314028117	-1.3836092614475417	0.012837681669889887
119	DB00875	Flupentixol	"Flupentixol is indicated for maintenance therapy of chronic schizophrenic patients whose main manifestations do not include excitement, agitation or hyperactivity.[L31808]

It is indicated for the management of depression in adult patients who may, or may not, also be showing signs of anxiety.[L31928]

Flupentixol in combination with [melitracen] is indicated to manage symptoms of anxiety, depression, and asthenia in adults.[L31923]"	HTR2C, HTR2A, DRD3, ADRA1A, DRD2, CHRM1, DRD4, DRD1	-1.8920271667219168	-1.3462397980790872	0.02207734759272605
120	DB01184	Domperidone	For management of dyspepsia, heartburn, epigastric pain, nausea, and vomiting.	DRD3, DRD2	-3.675402121257203	1.2805436520541675	0.028016093179402703
121	DB01183	Naloxone	"Naloxone nasal sprays are indicated for the emergency treatment of an opioid overdose or suspected opioid overdose.[L33694] Intramuscular, intravenous, and subcutaneous injections are indicated for complete or partial reversal of opioid depression, diagnosis of known or suspected opioid overdose, and as an adjunct therapy in the treatment of septic shock.[L33739]

Sublingual tablets and films are formulated with [buprenorphine] for the treatment of opioid dependence.[L33714,L33719] Naloxone is also formulated with [pentazocine] as an oral tablet for severe pain.[L33744]

Naloxone has been used off-label for the treatment of neuraxial opioid-induced pruritus.[A234604]"	CREB1, TLR4, OPRM1, CES1, ESR1, OPRK1, OPRD1	-1.2819256230307383	-1.2496997775469123	0.030474271622954026
122	DB01242	Clomipramine	"May be used to treat obsessive-compulsive disorder and disorders with an obsessive-compulsive component (e.g. depression, schizophrenia, Tourette’s disorder).
Unlabeled indications include: depression, panic disorder, chronic pain (e.g. central pain, idiopathic pain disorder, tension headache, diabetic peripheral neuropathy, neuropathic pain), cataplexy and associated narcolepsy (limited evidence), autistic disorder (limited evidence), trichotillomania (limited evidence), onchophagia (limited evidence), stuttering (limited evidence), premature ejaculation, and premenstrual syndrome. "	HTR2B, SLC6A4, HTR2C, HTR2A, GSTP1, SLC6A2	-1.2975688485434878	1.2280888729722872	0.031987753132721515
123	DB00543	Amoxapine	For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.	SLC6A3, ADRA2A, HTR2A, DRD1, HTR1A, DRD3, HRH1, HTR6, HTR2B, SLC6A2, DRD2, HRH4, HTR3A, DRD4, SLC6A4, HTR2C, GABRA1, ADRA1A, CHRM1, HTR1B, HTR7	-0.8425475791021177	1.2548249851279074	0.046595468079994484
124	DB01095	Fluvastatin	To be used as an adjunct to dietary therapy to prevent cardiovascular events. May be used as secondary prevention in patients with coronary heart disease (CHD) to reduce the risk of requiring coronary revascularization procedures, for reducing progression of coronary atherosclerosis in hypercholesterolemic patients with CHD, and for the treatment of primary hypercholesterolemia and mixed dyslidipidemia. 	HDAC2, HMGCR	-4.336875907146158	-1.26865689583367	0.048587264360769
125	DB00949	Felbamate	For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.	GRIN2B, GRIN2A	-3.334867885300236	-1.213640627921997	0.04862955246286103
126	DB00412	Rosiglitazone	Rosiglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 	RXRA, ACSL4, RXRG, PPARA, PPARG, RXRB, PPARD	-1.2769994009200534	1.2929805684387217	0.05040548125564247
127	DB00615	Rifabutin	For the prevention of disseminated <i>Mycobacterium avium</i> complex (MAC) disease in patients with advanced HIV infection.	HSP90B1, HSP90AA1	-4.516770259058773	1.2560461575167818	0.07855586105311727
128	DB00361	Vinorelbine	"
 Vinorelbine tartrate is indicated for adults in the treatment of advanced non-small cell lung cancer (NSCLC), as a single therapy or in combination with other chemotherapeutic drugs [L1998].

Used in relapsed or refractory Hodgkin lymphoma, in combination with other chemotherapy agents [L2011].
 
For the treatment of desmoid tumor or aggressive fibromatosis, in combination with methotrexate [L2011].

For the treatment of recurrent or metastatic squamous cell head and neck cancer [L2011].

For the treatment of recurrent ovarian cancer [L2011].

For the treatment of metastatic breast cancer, in patients previously treated with anthracyline and/or taxane therapy [L2011].

For the treatment of HER2-positive, trastuzumab-resistant, advanced breast cancer in patients previously treated with a taxane, in combination with trastuzumab and everolimus [L2011].
"	TUBB	-8.369817820534657	-1.2104729431293129	0.09054030311269043
129	DB02266	Flufenamic acid		PTGS2, AKR1C3, PTGS1, PPARA, AR, PPARG	-1.2814120347193103	-1.16179709776981	0.10602841126868531
130	DB06153	Pizotifen	Indicated for the prophylactic management of migraines [L2292]. 	HTR2B, ADRA2A, CHRM3, HTR2C, HTR2A, HTR1A, HRH1, ADRA2C, ADRA1A, ADRA1B, ADRA2B, ADRA1D, CHRM1, HTR1B, CHRM2	-1.0971545530549769	-1.2208333525863124	0.10614076755103923
131	DB01151	Desipramine	For relief of symptoms in various depressive syndromes, especially endogenous depression. It has also been used to manage chronic peripheral neuropathic pain, as a second line agent for the management of anxiety disorders (e.g. panic disorder, generalized anxiety disorder), and as a second or third line agent in the ADHD management. 	ADRB2, ADRA2A, SLC6A4, CHRM3, CHRM4, HTR2A, ADRB1, HRH1, HTR1A, HTR2C, SLC6A2, ADRA1A, DRD2, CHRM1, SMPD1, CHRM2, CHRM5	-0.5852509967758036	-1.208481281154194	0.12674387096096204
132	DB01224	Quetiapine	"Quetiapine is used in the symptomatic treatment of schizophrenia.  In addition, it may be used for the management of acute manic or mixed episodes in patients with bipolar I disorder, as a monotherapy or combined with other drugs. It may be used to manage depressive episodes in bipolar disorder. In addition to the above indications, quetiapine is used in combination with antidepressant drugs for the treatment of major depression.[L8546]

Some off-label uses for this drug include the management of post-traumatic stress disorder (PTSD), generalized anxiety disorder, and psychosis associated with Parkinson's disease.[A185438,A185447,T685]
"	ADRA2A, HTR2A, ADRA2C, ADRA2B, CHRM5, HTR1A, CHRM3, DRD3, HRH1, HTR6, CHRM4, HTR1D, HTR1E, DRD2, HTR3A, DRD4, CHRM2, HTR2C, DRD5, HTR7, ADRA1A, CHRM1, HTR1B, DRD1	-1.3115069616151436	1.1411169755555717	0.1402974550086955
133	DB00806	Pentoxifylline	Pentoxifylline is indicated for the treatment of intermittent claudication in patients with chronic occlusive arterial disease. Pentoxifylline may improve limb function and reduce symptoms but cannot replace other therapies such as surgical bypass or removal of vascular obstructions.[L30300]	ADORA1, NT5E, ADORA2A	-1.9359367264019816	-1.1560925791533354	0.1546844966439567
134	DB03759	FG-9041		GRIA2	-6.174795536325317	1.1655629064633264	0.1608283796522993
135	DB06486	Enzastaurin	Investigated for use/treatment in brain cancer, lymphoma (non-hodgkin's), and lung cancer.	AURKB, CDK15, PIK3R1, AKT1, PRKCB, AURKA, CHEK2, CHEK1	-1.2174286476711718	1.1206201686323165	0.18171511188201678
136	DB08604	Triclosan	Triclosan is used in a variety of common household products, including soaps, mouthwashes, dish detergents, toothpastes, deodorants, and hand sanitizers.  It is also used in health care settings in surgical scrubs and personnel hand washes.	NR1I3, TPO, NR1I2, AR, PPARG	-1.498351644319032	-1.145292411180962	0.22013946343698707
137	DB00193	Tramadol	"Tramadol is approved for the management of moderate to severe pain in adults.[L9257,F4679]

Tramadol is also used off-label in the treatment of premature ejaculation.[A173986]"	GRIN1, SCN2A, SLC6A4, HTR2C, CHRM3, ADRA2A, SLC6A2, OPRM1, ADORA1, CHRM1, TACR1, TRPV1, CHRNA7, OPRK1, OPRD1	-0.6199155327751017	-1.1594305754110967	0.23089324342514025
138	DB00268	Ropinirole	For the treatment of the signs and symptoms of Parkinson's disease and for the treatment of primary moderate-severe restless legs syndrome [FDA label].	DRD3, DRD4, DRD2, ADRA1A	-1.9360580539889527	1.1520288325421568	0.24095376258117243
