ID1	ID2	Name1	Name2	Separation	ATC_Codes1	ATC_Codes2	Reported_Interaction	Reported_Combination
DB00313	DB04599	Valproic acid	Aniracetam	0.8333333333333335	N	N	True	False
DB02546	DB00659	Vorinostat	Acamprosate	0.8333333333333335	L	N	False	False
DB00570	DB04842	Vinblastine	Fluspirilene	0.8333333333333335	L	N	False	False
DB00313	DB00734	Valproic acid	Risperidone	0.8333333333333335	N	N	True	False
DB00313	DB00575	Valproic acid	Clonidine	0.8333333333333335	N	C, N, S	True	False
DB00313	DB01239	Valproic acid	Chlorprothixene	0.8333333333333335	N	N	False	False
DB04842	DB00615	Fluspirilene	Rifabutin	0.8333333333333335	N	J	False	False
DB04842	DB02266	Fluspirilene	Flufenamic acid	0.8333333333333335	N	M	False	False
DB00570	DB06678	Vinblastine	Esmirtazapine	0.8333333333333335	L		False	False
DB05134	DB00659	Tanespimycin	Acamprosate	0.8333333333333335		N	False	False
DB01782	DB01392	Pyrazolanthrone	Yohimbine	0.8333333333333335		G	False	False
DB00313	DB00248	Valproic acid	Cabergoline	0.8333333333333335	N	G, N	False	False
DB03010	DB00659	Patupilone	Acamprosate	0.8333333333333335		N	False	False
DB00570	DB00659	Vinblastine	Acamprosate	0.8333333333333335	L	N	False	False
DB00518	DB06678	Albendazole	Esmirtazapine	0.8333333333333335	P		False	False
DB00518	DB04842	Albendazole	Fluspirilene	0.8333333333333335	P	N	False	False
DB00541	DB00191	Vincristine	Phentermine	0.8333333333333335	L	A	False	False
DB00313	DB09232	Valproic acid	Cilnidipine	0.8333333333333335	N	C	False	False
DB04842	DB00541	Fluspirilene	Vincristine	0.8333333333333335	N	L	False	False
DB04842	DB08399	Fluspirilene	Piceatannol	0.8333333333333335	N		False	False
DB00518	DB00191	Albendazole	Phentermine	0.8333333333333335	P	A	False	False
DB04946	DB00313	Iloperidone	Valproic acid	0.8333333333333335	N	N	False	False
DB03756	DB00659	Doconexent	Acamprosate	0.8333333333333335		N	False	False
DB00518	DB00659	Albendazole	Acamprosate	0.8333333333333335	P	N	False	False
DB08399	DB00191	Piceatannol	Phentermine	0.8333333333333335		A	False	False
DB07863	DB00191	2-chloro-5-nitro-N-phenylbenzamide	Phentermine	0.8333333333333335		A	False	False
DB01247	DB00659	Isocarboxazid	Acamprosate	0.8333333333333335	N	N	False	False
DB00313	DB01200	Valproic acid	Bromocriptine	0.8333333333333335	N	G, N	True	False
DB11886	DB00659	Infigratinib	Acamprosate	0.8333333333333335		N	False	False
DB06678	DB08399	Esmirtazapine	Piceatannol	0.8333333333333335			False	False
DB05223	DB06678	Pracinostat	Esmirtazapine	0.8333333333333335			False	False
DB11830	DB00191	Mocetinostat	Phentermine	0.8333333333333335		A	False	False
DB00643	DB00191	Mebendazole	Phentermine	0.8333333333333335	P	A	False	False
DB06678	DB02266	Esmirtazapine	Flufenamic acid	0.8333333333333335		M	False	False
DB06678	DB00615	Esmirtazapine	Rifabutin	0.8333333333333335		J	False	False
DB05223	DB04842	Pracinostat	Fluspirilene	0.8333333333333335		N	True	False
DB06678	DB00949	Esmirtazapine	Felbamate	0.8333333333333335		N	True	False
DB00659	DB02266	Acamprosate	Flufenamic acid	0.8333333333333335	N	M	False	False
DB01247	DB00313	Isocarboxazid	Valproic acid	0.8333333333333335	N	N	True	False
DB00191	DB00615	Phentermine	Rifabutin	0.8333333333333335	A	J	False	False
DB08399	DB00659	Piceatannol	Acamprosate	0.8333333333333335		N	False	False
DB06678	DB00541	Esmirtazapine	Vincristine	0.8333333333333335		L	False	False
DB06678	DB03756	Esmirtazapine	Doconexent	0.8333333333333335			False	False
DB00313	DB00726	Valproic acid	Trimipramine	0.8333333333333335	N	N	False	False
DB05223	DB00659	Pracinostat	Acamprosate	0.8333333333333335		N	False	False
DB06678	DB11886	Esmirtazapine	Infigratinib	0.8333333333333335			False	False
DB00659	DB00615	Acamprosate	Rifabutin	0.8333333333333335	N	J	False	False
DB09286	DB00313	Pipamperone	Valproic acid	0.8333333333333335	N	N	True	False
DB00541	DB00659	Vincristine	Acamprosate	0.8333333333333335	L	N	False	False
DB00313	DB06153	Valproic acid	Pizotifen	0.8333333333333335	N	N	False	False
DB00313	DB01186	Valproic acid	Pergolide	0.8333333333333335	N	N	True	False
DB02424	DB00659	Geldanamycin	Acamprosate	0.8333333333333335		N	False	False
DB09232	DB00191	Cilnidipine	Phentermine	0.8333333333333335	C	A	False	False
DB07863	DB04842	2-chloro-5-nitro-N-phenylbenzamide	Fluspirilene	0.8333333333333335		N	False	False
DB00313	DB00715	Valproic acid	Paroxetine	0.8333333333333335	N	N	True	False
DB00794	DB00191	Primidone	Phentermine	0.8333333333333335	N	A	False	False
DB00643	DB06678	Mebendazole	Esmirtazapine	0.8333333333333335	P		False	False
DB06678	DB00794	Esmirtazapine	Primidone	0.8333333333333335		N	True	False
DB04842	DB11886	Fluspirilene	Infigratinib	0.8333333333333335	N		False	False
DB00091	DB00408	Cyclosporine	Loxapine	0.8333333333333335	L, S	N	False	False
DB00313	DB01175	Valproic acid	Escitalopram	0.8333333333333335	N	N	True	False
DB00409	DB00313	Remoxipride	Valproic acid	0.8333333333333335	N	N	True	False
DB05223	DB00368	Pracinostat	Norepinephrine	0.8333333333333335		C	False	False
DB00313	DB01224	Valproic acid	Quetiapine	0.8333333333333335	N	N	True	False
DB05223	DB00191	Pracinostat	Phentermine	0.8333333333333335		A	False	False
DB05134	DB04842	Tanespimycin	Fluspirilene	0.8333333333333335		N	False	False
DB06678	DB01393	Esmirtazapine	Bezafibrate	0.8333333333333335		C	False	False
DB07863	DB06678	2-chloro-5-nitro-N-phenylbenzamide	Esmirtazapine	0.8333333333333335			False	False
DB05134	DB06678	Tanespimycin	Esmirtazapine	0.8333333333333335			False	False
DB00313	DB00408	Valproic acid	Loxapine	0.8333333333333335	N	N	True	False
DB01393	DB00659	Bezafibrate	Acamprosate	0.8333333333333335	C	N	False	False
DB00313	DB09167	Valproic acid	Dosulepin	0.8333333333333335	N	N	False	False
DB00191	DB00949	Phentermine	Felbamate	0.8333333333333335	A	N	False	False
DB00313	DB00656	Valproic acid	Trazodone	0.8333333333333335	N	N	True	False
DB00643	DB00675	Mebendazole	Tamoxifen	0.8333333333333333	P	L	False	False
DB00570	DB00420	Vinblastine	Promazine	0.8333333333333333	L	N	False	False
DB00675	DB00949	Tamoxifen	Felbamate	0.8333333333333333	L	N	False	False
DB00570	DB00734	Vinblastine	Risperidone	0.8333333333333333	L	N	False	False
DB00518	DB00675	Albendazole	Tamoxifen	0.8333333333333333	P	L	False	False
DB05223	DB00925	Pracinostat	Phenoxybenzamine	0.8333333333333333		C	False	False
DB09167	DB09213	Dosulepin	Dexibuprofen	0.8333333333333333	N	M	True	False
DB00794	DB00949	Primidone	Felbamate	0.8333333333333333	N	N	False	False
DB01247	DB00675	Isocarboxazid	Tamoxifen	0.8333333333333333	N	L	False	False
DB02424	DB00589	Geldanamycin	Lisuride	0.8333333333333333		G, N	False	False
DB00794	DB01184	Primidone	Domperidone	0.8333333333333333	N	A	False	False
DB09286	DB00675	Pipamperone	Tamoxifen	0.8333333333333333	N	L	False	False
DB00794	DB00408	Primidone	Loxapine	0.8333333333333333	N	N	True	False
DB00794	DB00615	Primidone	Rifabutin	0.8333333333333333	N	J	False	False
DB00794	DB00933	Primidone	Mesoridazine	0.8333333333333333	N	N	True	False
DB00934	DB00132	Maprotiline	alpha-Linolenic acid	0.832750582750583	N		False	False
DB06589	DB01393	Pazopanib	Bezafibrate	0.8323529411764705	L	C	False	False
DB01239	DB09213	Chlorprothixene	Dexibuprofen	0.8315217391304348	N	M	False	False
DB00675	DB00934	Tamoxifen	Maprotiline	0.8311036789297661	L	N	False	False
DB02587	DB00132	Colforsin	alpha-Linolenic acid	0.8295454545454546			False	False
DB00490	DB00412	Buspirone	Rosiglitazone	0.8285714285714287	N	A	False	False
DB00934	DB00949	Maprotiline	Felbamate	0.8282051282051284	N	N	False	False
DB00934	DB00615	Maprotiline	Rifabutin	0.8282051282051284	N	J	False	False
DB00934	DB09232	Maprotiline	Cilnidipine	0.8282051282051284	N	C	False	False
DB02659	DB02546	Cholic Acid	Vorinostat	0.8278388278388278	A	L	False	False
DB05134	DB00543	Tanespimycin	Amoxapine	0.826086956521739		N	False	False
DB00543	DB00615	Amoxapine	Rifabutin	0.826086956521739	N	J	False	False
DB02424	DB06148	Geldanamycin	Mianserin	0.826086956521739		N	False	False
DB01392	DB00132	Yohimbine	alpha-Linolenic acid	0.8259222661396577	G		False	False
DB02424	DB00368	Geldanamycin	Norepinephrine	0.8250000000000002		C	False	False
DB07863	DB00368	2-chloro-5-nitro-N-phenylbenzamide	Norepinephrine	0.8250000000000002		C	False	False
DB03756	DB06589	Doconexent	Pazopanib	0.825		L	False	False
DB06589	DB02266	Pazopanib	Flufenamic acid	0.825	L	M	False	False
DB06589	DB00268	Pazopanib	Ropinirole	0.825	L	N	False	False
DB02587	DB06589	Colforsin	Pazopanib	0.825		L	False	False
DB01100	DB06589	Pimozide	Pazopanib	0.825	N	L	False	False
DB00570	DB06589	Vinblastine	Pazopanib	0.825	L	L	False	False
DB01782	DB01149	Pyrazolanthrone	Nefazodone	0.825		N	False	False
DB05223	DB02659	Pracinostat	Cholic Acid	0.8247619047619046		A	False	False
DB06589	DB00934	Pazopanib	Maprotiline	0.824581939799331	L	N	True	False
DB00589	DB00541	Lisuride	Vincristine	0.8235294117647058	G, N	L	False	False
DB00570	DB04946	Vinblastine	Iloperidone	0.8235294117647058	L	N	False	False
DB05134	DB00589	Tanespimycin	Lisuride	0.8235294117647058		G, N	False	False
DB02709	DB00794	Resveratrol	Primidone	0.8226495726495728		N	False	False
DB00675	DB01151	Tamoxifen	Desipramine	0.8224400871459696	L	N	False	False
DB00794	DB01151	Primidone	Desipramine	0.8224400871459696	N	N	False	False
DB09286	DB04216	Pipamperone	Quercetin	0.8216931216931218	N		False	False
DB04216	DB00875	Quercetin	Flupentixol	0.8216931216931218		N	False	False
DB00201	DB00412	Caffeine	Rosiglitazone	0.8214285714285716	V, N, R	A	False	False
DB02659	DB04842	Cholic Acid	Fluspirilene	0.8214285714285716	A	N	False	False
DB00091	DB01224	Cyclosporine	Quetiapine	0.8214285714285716	L, S	N	False	False
DB00246	DB00949	Ziprasidone	Felbamate	0.8214285714285714	N	N	True	False
DB00246	DB00541	Ziprasidone	Vincristine	0.8214285714285714	N	L	False	False
DB08901	DB01403	Ponatinib	Methotrimeprazine	0.8196078431372551	L	N	False	False
DB01782	DB00408	Pyrazolanthrone	Loxapine	0.8194444444444444		N	False	False
DB00794	DB00363	Primidone	Clozapine	0.8193193193193193	N	N	False	False
DB00734	DB08901	Risperidone	Ponatinib	0.8185185185185186	N	L	False	False
DB08399	DB00875	Piceatannol	Flupentixol	0.8181818181818181		N	False	False
DB01247	DB00935	Isocarboxazid	Oxymetazoline	0.8181818181818181	N	S, R	False	False
DB05134	DB06148	Tanespimycin	Mianserin	0.8181818181818181		N	False	False
DB07863	DB00925	2-chloro-5-nitro-N-phenylbenzamide	Phenoxybenzamine	0.8181818181818181		C	False	False
DB06148	DB00949	Mianserin	Felbamate	0.8181818181818181	N	N	False	False
DB00675	DB09167	Tamoxifen	Dosulepin	0.8181818181818181	L	N	False	False
DB00248	DB00949	Cabergoline	Felbamate	0.8181818181818181	G, N	N	False	False
DB11886	DB00656	Infigratinib	Trazodone	0.8181818181818181		N	False	False
DB00248	DB00615	Cabergoline	Rifabutin	0.8181818181818181	G, N	J	False	False
DB00248	DB00541	Cabergoline	Vincristine	0.8181818181818181	G, N	L	False	False
DB00420	DB01645	Promazine	Genistein	0.8178137651821862	N		False	False
DB03010	DB00836	Patupilone	Loperamide	0.8174603174603174		A	False	False
DB04946	DB00091	Iloperidone	Cyclosporine	0.8166666666666669	N	L, S	False	False
DB00091	DB00246	Cyclosporine	Ziprasidone	0.8166666666666669	L, S	N	False	False
DB01244	DB01184	Bepridil	Domperidone	0.8166666666666667	C	A	True	False
DB01244	DB00933	Bepridil	Mesoridazine	0.8166666666666667	C	N	True	False
DB00409	DB09213	Remoxipride	Dexibuprofen	0.8161764705882353	N	M	False	False
DB00643	DB00368	Mebendazole	Norepinephrine	0.8154761904761907	P	C	False	False
DB00518	DB00368	Albendazole	Norepinephrine	0.8154761904761907	P	C	False	False
DB01392	DB00949	Yohimbine	Felbamate	0.8154761904761907	G	N	True	False
DB00368	DB00615	Norepinephrine	Rifabutin	0.8154761904761907	C	J	False	False
DB01392	DB09232	Yohimbine	Cilnidipine	0.8154761904761907	G	C	False	False
DB00570	DB00543	Vinblastine	Amoxapine	0.8148148148148149	L	N	False	False
DB04216	DB00268	Quercetin	Ropinirole	0.8146654719235364		N	False	False
DB08901	DB00368	Ponatinib	Norepinephrine	0.8138888888888889	L	C	False	False
DB00643	DB01151	Mebendazole	Desipramine	0.8126934984520124	P	N	False	False
DB00518	DB01151	Albendazole	Desipramine	0.8126934984520124	P	N	False	False
DB01118	DB00949	Amiodarone	Felbamate	0.8125	C	N	False	False
DB00570	DB00246	Vinblastine	Ziprasidone	0.8125	L	N	False	False
DB09213	DB00268	Dexibuprofen	Ropinirole	0.8125	M	N	False	False
DB11886	DB09213	Infigratinib	Dexibuprofen	0.8125		M	False	False
DB00091	DB00715	Cyclosporine	Paroxetine	0.8125	L, S	N	False	False
DB01118	DB00933	Amiodarone	Mesoridazine	0.8125	C	N	True	False
DB00518	DB01118	Albendazole	Amiodarone	0.8125	P	C	False	False
DB00643	DB01118	Mebendazole	Amiodarone	0.8125	P	C	False	False
DB01118	DB04599	Amiodarone	Aniracetam	0.8125	C	N	False	False
DB01118	DB00806	Amiodarone	Pentoxifylline	0.8125	C	C, R	False	False
DB00091	DB00734	Cyclosporine	Risperidone	0.8125	L, S	N	False	False
DB00248	DB09213	Cabergoline	Dexibuprofen	0.8125	G, N	M	True	False
DB01782	DB00247	Pyrazolanthrone	Methysergide	0.8125		N	False	False
DB01782	DB00315	Pyrazolanthrone	Zolmitriptan	0.8125		N	False	False
DB02659	DB01239	Cholic Acid	Chlorprothixene	0.8110119047619047	A	N	False	False
DB00794	DB00201	Primidone	Caffeine	0.8095238095238095	N	V, N, R	False	False
DB04946	DB00794	Iloperidone	Primidone	0.8095238095238095	N	N	False	False
DB01239	DB00794	Chlorprothixene	Primidone	0.8095238095238095	N	N	False	False
DB01403	DB00949	Methotrimeprazine	Felbamate	0.8095238095238095	N	N	False	False
DB04946	DB00675	Iloperidone	Tamoxifen	0.8095238095238095	N	L	False	False
DB00132	DB01149	alpha-Linolenic acid	Nefazodone	0.8093073593073592		N	False	False
DB06589	DB00132	Pazopanib	alpha-Linolenic acid	0.8093073593073592	L		False	False
DB01244	DB00715	Bepridil	Paroxetine	0.8090909090909091	C	N	False	False
DB01244	DB09167	Bepridil	Dosulepin	0.8090909090909091	C	N	False	False
DB00363	DB00949	Clozapine	Felbamate	0.8090676883780332	N	N	False	False
DB01782	DB00246	Pyrazolanthrone	Ziprasidone	0.8083333333333333		N	False	False
DB00541	DB01224	Vincristine	Quetiapine	0.8076923076923077	L	N	False	False
DB00949	DB01224	Felbamate	Quetiapine	0.8076923076923077	N	N	False	False
DB04216	DB00806	Quercetin	Pentoxifylline	0.8074074074074074		C, R	False	False
DB02659	DB06148	Cholic Acid	Mianserin	0.8072009291521485	A	N	False	False
DB11886	DB01149	Infigratinib	Nefazodone	0.8071428571428572		N	False	False
DB03010	DB01149	Patupilone	Nefazodone	0.8071428571428572		N	False	False
DB06589	DB01183	Pazopanib	Naloxone	0.8071428571428569	L	A, V, N	False	False
DB00246	DB00794	Ziprasidone	Primidone	0.8055555555555556	N	N	True	False
DB00363	DB09213	Clozapine	Dexibuprofen	0.8051994301994301	N	M	True	False
DB00313	DB00490	Valproic acid	Buspirone	0.804761904761905	N	N	True	False
DB02659	DB01403	Cholic Acid	Methotrimeprazine	0.8047619047619046	A	N	False	False
DB03010	DB01244	Patupilone	Bepridil	0.8047619047619046		C	False	False
DB09232	DB04216	Cilnidipine	Quercetin	0.8039591315453385	C		False	False
DB04216	DB00949	Quercetin	Felbamate	0.8039591315453385		N	False	False
DB00313	DB01151	Valproic acid	Desipramine	0.803921568627451	N	N	False	False
DB00412	DB00268	Rosiglitazone	Ropinirole	0.8035714285714286	A	N	True	False
DB01782	DB00477	Pyrazolanthrone	Chlorpromazine	0.8035714285714286		N	False	False
DB01782	DB01224	Pyrazolanthrone	Quetiapine	0.8035714285714286		N	False	False
DB01782	DB00836	Pyrazolanthrone	Loperamide	0.8035714285714286		A	False	False
DB09213	DB00949	Dexibuprofen	Felbamate	0.8035714285714286	M	N	False	False
DB00091	DB00320	Cyclosporine	Dihydroergotamine	0.8026315789473686	L, S	N	False	False
DB02659	DB01392	Cholic Acid	Yohimbine	0.8024891774891776	A	G	False	False
DB02659	DB00875	Cholic Acid	Flupentixol	0.8013136288998357	A	N	False	False
DB00540	DB09213	Nortriptyline	Dexibuprofen	0.8008241758241759	N	M	True	False
DB00132	DB00541	alpha-Linolenic acid	Vincristine	0.8006993006993008		L	False	False
DB00518	DB00132	Albendazole	alpha-Linolenic acid	0.8006993006993008	P		False	False
DB00643	DB00132	Mebendazole	alpha-Linolenic acid	0.8006993006993008	P		False	False
DB00518	DB00925	Albendazole	Phenoxybenzamine	0.8	P	C	False	False
DB02424	DB00656	Geldanamycin	Trazodone	0.8		N	False	False
DB13954	DB00933	Estradiol cypionate	Mesoridazine	0.8		N	False	False
DB13956	DB00933	Estradiol valerate	Mesoridazine	0.8		N	False	False
DB01247	DB13956	Isocarboxazid	Estradiol valerate	0.8	N		False	False
DB13953	DB00933	Estradiol benzoate	Mesoridazine	0.8		N	False	False
DB01247	DB13954	Isocarboxazid	Estradiol cypionate	0.8	N		False	False
DB02424	DB00734	Geldanamycin	Risperidone	0.8		N	False	False
DB00408	DB08399	Loxapine	Piceatannol	0.8	N		False	False
DB01247	DB13953	Isocarboxazid	Estradiol benzoate	0.8	N		False	False
DB00570	DB01224	Vinblastine	Quetiapine	0.8	L	N	False	False
DB00589	DB00675	Lisuride	Tamoxifen	0.8	G, N	L	False	False
DB09286	DB09232	Pipamperone	Cilnidipine	0.8	N	C	True	False
DB06589	DB01244	Pazopanib	Bepridil	0.8	L	C	True	False
DB00541	DB00925	Vincristine	Phenoxybenzamine	0.8	L	C	False	False
DB01200	DB00949	Bromocriptine	Felbamate	0.8	G, N	N	True	False
DB00675	DB06589	Tamoxifen	Pazopanib	0.8	L	L	False	False
DB00313	DB00988	Valproic acid	Dopamine	0.8	N	C	False	False
DB00248	DB00675	Cabergoline	Tamoxifen	0.8	G, N	L	False	False
DB03010	DB01403	Patupilone	Methotrimeprazine	0.8		N	False	False
DB00643	DB00925	Mebendazole	Phenoxybenzamine	0.8	P	C	False	False
DB00988	DB08901	Dopamine	Ponatinib	0.8	C	L	False	False
DB11886	DB02266	Infigratinib	Flufenamic acid	0.8		M	False	False
DB00656	DB08399	Trazodone	Piceatannol	0.8	N		False	False
DB09232	DB00875	Cilnidipine	Flupentixol	0.8	C	N	True	False
DB00477	DB00794	Chlorpromazine	Primidone	0.7995391705069124	N	N	False	False
DB02659	DB00726	Cholic Acid	Trimipramine	0.7994987468671677	A	N	False	False
DB00313	DB00540	Valproic acid	Nortriptyline	0.7976190476190477	N	N	False	False
DB11886	DB00540	Infigratinib	Nortriptyline	0.7976190476190477		N	False	False
DB00091	DB00726	Cyclosporine	Trimipramine	0.7976190476190474	L, S	N	False	False
DB00132	DB00925	alpha-Linolenic acid	Phenoxybenzamine	0.7966507177033493		C	False	False
DB00934	DB09213	Maprotiline	Dexibuprofen	0.7965384615384616	N	M	False	False
DB08901	DB00408	Ponatinib	Loxapine	0.79645390070922	L	N	False	False
DB08399	DB01149	Piceatannol	Nefazodone	0.7961538461538462		N	False	False
DB06589	DB08399	Pazopanib	Piceatannol	0.7961538461538462	L		False	False
DB00091	DB00363	Cyclosporine	Clozapine	0.7959976105137394	L, S	N	False	False
DB00925	DB00412	Phenoxybenzamine	Rosiglitazone	0.7952380952380953	C	A	False	False
DB00313	DB00934	Valproic acid	Maprotiline	0.7948717948717949	N	N	False	False
DB00794	DB01224	Primidone	Quetiapine	0.7941176470588236	N	N	False	False
DB02659	DB06153	Cholic Acid	Pizotifen	0.7936507936507935	A	N	False	False
DB00794	DB01403	Primidone	Methotrimeprazine	0.7931034482758621	N	N	False	False
DB03756	DB00201	Doconexent	Caffeine	0.7928571428571427		V, N, R	False	False
DB09286	DB08901	Pipamperone	Ponatinib	0.7927536231884058	N	L	False	False
DB00313	DB01392	Valproic acid	Yohimbine	0.7916666666666667	N	G	True	False
DB00570	DB00368	Vinblastine	Norepinephrine	0.7916666666666667	L	C	False	False
DB08399	DB00543	Piceatannol	Amoxapine	0.7916666666666667		N	False	False
DB01392	DB09213	Yohimbine	Dexibuprofen	0.7916666666666667	G	M	True	False
DB01248	DB00933	Docetaxel	Mesoridazine	0.7916666666666665	L	N	False	False
DB01248	DB01184	Docetaxel	Domperidone	0.7916666666666665	L	A	False	False
DB01229	DB01184	Paclitaxel	Domperidone	0.7916666666666665	L	A	False	False
DB00091	DB06148	Cyclosporine	Mianserin	0.7916666666666665	L, S	N	False	False
DB09213	DB01242	Dexibuprofen	Clomipramine	0.7916666666666665	M	N	True	False
DB01229	DB00933	Paclitaxel	Mesoridazine	0.7916666666666665	L	N	False	False
DB02659	DB06589	Cholic Acid	Pazopanib	0.7902457757296468	A	L	False	False
DB08901	DB00966	Ponatinib	Telmisartan	0.7901960784313726	L	C	False	False
DB00988	DB00541	Dopamine	Vincristine	0.7901960784313726	C	L	False	False
DB00091	DB00543	Cyclosporine	Amoxapine	0.79	L, S	N	False	False
DB01645	DB01184	Genistein	Domperidone	0.7897435897435898		A	False	False
DB06155	DB01645	Rimonabant	Genistein	0.7897435897435898	A		False	False
DB01645	DB09232	Genistein	Cilnidipine	0.7897435897435898		C	False	False
DB03010	DB00925	Patupilone	Phenoxybenzamine	0.7894736842105263		C	False	False
DB09286	DB01244	Pipamperone	Bepridil	0.7888888888888888	N	C	True	False
DB01244	DB00726	Bepridil	Trimipramine	0.7888888888888888	C	N	False	False
DB08901	DB01242	Ponatinib	Clomipramine	0.788095238095238	L	N	False	False
DB01782	DB01403	Pyrazolanthrone	Methotrimeprazine	0.7880434782608696		N	False	False
DB00132	DB00191	alpha-Linolenic acid	Phentermine	0.7878787878787881		A	False	False
DB06678	DB00132	Esmirtazapine	alpha-Linolenic acid	0.7878787878787881			False	False
DB00934	DB00794	Maprotiline	Primidone	0.7876254180602007	N	N	False	False
DB05134	DB00734	Tanespimycin	Risperidone	0.7857142857142858		N	False	False
DB02424	DB04946	Geldanamycin	Iloperidone	0.7857142857142858		N	False	False
DB00734	DB00541	Risperidone	Vincristine	0.7857142857142858	N	L	False	False
DB00570	DB00925	Vinblastine	Phenoxybenzamine	0.7857142857142858	L	C	False	False
DB00477	DB00412	Chlorpromazine	Rosiglitazone	0.7857142857142858	N	A	False	False
DB09167	DB00541	Dosulepin	Vincristine	0.7857142857142858	N	L	False	False
DB00675	DB01200	Tamoxifen	Bromocriptine	0.7857142857142858	L	G, N	False	False
DB08399	DB01173	Piceatannol	Orphenadrine	0.7857142857142856		M, N	False	False
DB11830	DB01173	Mocetinostat	Orphenadrine	0.7857142857142856		M, N	True	False
DB03756	DB01173	Doconexent	Orphenadrine	0.7857142857142856		M, N	False	False
DB11886	DB01173	Infigratinib	Orphenadrine	0.7857142857142856		M, N	False	False
DB05223	DB01173	Pracinostat	Orphenadrine	0.7857142857142856		M, N	True	False
DB09232	DB01173	Cilnidipine	Orphenadrine	0.7857142857142856	C	M, N	False	False
DB01393	DB01173	Bezafibrate	Orphenadrine	0.7857142857142856	C	M, N	False	False
DB01184	DB08604	Domperidone	Triclosan	0.7857142857142856	A	D	False	False
DB03010	DB01173	Patupilone	Orphenadrine	0.7857142857142856		M, N	False	False
DB07863	DB01173	2-chloro-5-nitro-N-phenylbenzamide	Orphenadrine	0.7857142857142856		M, N	False	False
DB01247	DB00783	Isocarboxazid	Estradiol	0.7857142857142856	N	G	False	False
DB05134	DB01173	Tanespimycin	Orphenadrine	0.7857142857142856		M, N	False	False
DB02546	DB01173	Vorinostat	Orphenadrine	0.7857142857142856	L	M, N	True	False
DB00570	DB01173	Vinblastine	Orphenadrine	0.7857142857142856	L	M, N	False	False
DB00518	DB01173	Albendazole	Orphenadrine	0.7857142857142856	P	M, N	False	False
DB02424	DB01173	Geldanamycin	Orphenadrine	0.7857142857142856		M, N	False	False
DB00541	DB01173	Vincristine	Orphenadrine	0.7857142857142856	L	M, N	False	False
DB00643	DB01173	Mebendazole	Orphenadrine	0.7857142857142856	P	M, N	False	False
DB01173	DB00615	Orphenadrine	Rifabutin	0.7857142857142856	M, N	J	False	False
DB01173	DB02266	Orphenadrine	Flufenamic acid	0.7857142857142856	M, N	M	False	False
DB00783	DB00949	Estradiol	Felbamate	0.7857142857142856	G	N	False	False
DB00934	DB08901	Maprotiline	Ponatinib	0.7853479853479854	N	L	False	False
DB00313	DB00268	Valproic acid	Ropinirole	0.7852564102564106	N	N	True	False
DB08901	DB00656	Ponatinib	Trazodone	0.7848484848484849	L	N	False	False
DB02659	DB00715	Cholic Acid	Paroxetine	0.7835497835497836	A	N	False	False
DB06589	DB00659	Pazopanib	Acamprosate	0.7833333333333332	L	N	False	False
DB06678	DB06589	Esmirtazapine	Pazopanib	0.7833333333333332		L	False	False
DB01149	DB00615	Nefazodone	Rifabutin	0.7833333333333332	N	J	False	False
DB00313	DB01149	Valproic acid	Nefazodone	0.7833333333333332	N	N	True	False
DB04842	DB06589	Fluspirilene	Pazopanib	0.7833333333333332	N	L	True	False
DB02709	DB00949	Resveratrol	Felbamate	0.7829670329670331		N	False	False
DB00518	DB02709	Albendazole	Resveratrol	0.7829670329670331	P		False	False
DB00643	DB02709	Mebendazole	Resveratrol	0.7829670329670331	P		False	False
DB00543	DB00949	Amoxapine	Felbamate	0.7826086956521738	N	N	False	False
DB02424	DB00248	Geldanamycin	Cabergoline	0.7826086956521738		G, N	False	False
DB01244	DB01393	Bepridil	Bezafibrate	0.7823529411764705	C	C	False	False
DB01244	DB00656	Bepridil	Trazodone	0.7823529411764705	C	N	True	False
DB00368	DB00412	Norepinephrine	Rosiglitazone	0.7816416040100249	C	A	False	False
DB00363	DB08399	Clozapine	Piceatannol	0.7814814814814814	N		False	False
DB01244	DB00408	Bepridil	Loxapine	0.7809523809523808	C	N	False	False
DB01244	DB01186	Bepridil	Pergolide	0.7799999999999998	C	N	False	False
DB01244	DB06153	Bepridil	Pizotifen	0.7799999999999998	C	N	True	False
DB01244	DB00320	Bepridil	Dihydroergotamine	0.7799999999999998	C	N	True	False
DB02659	DB04946	Cholic Acid	Iloperidone	0.7797619047619047	A	N	False	False
DB02659	DB01782	Cholic Acid	Pyrazolanthrone	0.7797619047619047	A		False	False
DB08901	DB00726	Ponatinib	Trimipramine	0.7791666666666668	L	N	False	False
DB02659	DB00934	Cholic Acid	Maprotiline	0.7780650721827194	A	N	False	False
DB01393	DB00541	Bezafibrate	Vincristine	0.7777777777777777	C	L	True	False
DB00794	DB00875	Primidone	Flupentixol	0.7777777777777777	N	N	False	False
DB09286	DB00794	Pipamperone	Primidone	0.7777777777777777	N	N	False	False
DB01393	DB09232	Bezafibrate	Cilnidipine	0.7777777777777777	C	C	False	False
DB00518	DB01393	Albendazole	Bezafibrate	0.7777777777777777	P	C	False	False
DB05134	DB00656	Tanespimycin	Trazodone	0.7777777777777777		N	False	False
DB00570	DB09167	Vinblastine	Dosulepin	0.7777777777777777	L	N	False	False
DB00643	DB01393	Mebendazole	Bezafibrate	0.7777777777777777	P	C	False	False
