Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
CPC018_SKB_24H:BRD-A50684349-001-01-5:10	DB00800	Fenoldopam	-0.2703497124314677	-1.3836092614475415	0.004211718487320604	0.012837681669889887	SKB
LJP009_SKL_24H:G10	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine	-0.2513541426030244	-1.3667946131342303	0.004218192306305657	0.012848667648294013	SKL
LJP008_SKL_24H:L20	DB05015	Belinostat	0.28940491717349337	1.3982123316235033	0.0042194594337604295	0.012848667648294013	SKL
NMH001_NPC_6H:BRD-K88611939-001-18-2:10	DB04599	Aniracetam	0.2625416597283093	1.3692131694717955	0.00427427920109836	0.01300922214464626	NPC
NMH002_NPC_24H:BRD-K66956375-001-09-7:10	DB16495	Oleic monoethanolamide	0.23488106053359123	1.3309077523398858	0.004283520568980846	0.013024733069372343	NPC
NMH002_NEU_24H:BRD-A99117172-001-01-1:10	DB01611	Hydroxychloroquine	0.26856507656838674	1.3973631391565327	0.0042835688442897125	0.013024733069372343	NEU
CPC016_NEU_24H:BRD-K79425933-001-03-6:10	DB12867	Benperidol	0.21475172141225185	1.2949261558987448	0.004293893129770993	0.013049737828834349	NEU
CPC015_SKB_24H:BRD-K92731339-227-03-1:10	DB00790	Perindopril	-0.27147046915294953	-1.3815253444475029	0.004303989160323596	0.013073815042180848	SKB
LJP008_SKL.C_24H:G10	DB02546	Vorinostat	0.28830115525507566	1.394520780868598	0.0043060247225212515	0.013073815042180848	SKL.C
LJP007_NPC_24H:F16	DB12247	AZD-4547	-0.23427186931960794	-1.3258057213326384	0.00435085276714236	0.013203467215187269	NPC
DOSBIO001_NEU_24H:BRD-A19037878:10	DB04297	Trichostatin A	-0.269647669776955	-1.3948912847789556	0.00435647143890094	0.01321204005638725	NEU
CPC017_NPC_24H:BRD-A88080608-001-03-4:10	DB02187	Equilin	0.21036861325088446	1.360030059166499	0.004357931435212086	0.01321204005638725	NPC
CPC017_NPC_24H:BRD-K60640630-001-03-7:10	DB14512	Mometasone furoate	-0.234358798879549	-1.3180477436345241	0.004367165386170643	0.01323357628238636	NPC
CPC015_NPC_24H:BRD-K18910433-001-05-1:10	DB00783	Estradiol	-0.203378094655222	-1.2995128012307338	0.004394861392832995	0.01331100876269067	NPC
CPC015_NPC_24H:BRD-A70649075-008-17-5:10	DB06820	Sulconazole	-0.23145219990883037	-1.343543094361076	0.004407923378319547	0.01334220075361338	NPC
NMH002_NPC_24H:BRD-K13005598-001-01-5:10	DB13034	Foxy-5	-0.26013702583603365	-1.3633021538056873	0.004409455593555742	0.01334220075361338	NPC
CPC015_NPC_24H:BRD-K91315211-300-03-2:10	DB06698	Betahistine	-0.2763971345283806	-1.4010712854359244	0.004415671445324653	0.01335450390377641	NPC
NMH002_NEU_6H:BRD-K27305650-001-11-7:10	DB02656	LY-294002	-0.22651750275220028	-1.3118297703991424	0.00444830205055875	0.013444571904734944	NEU
CPC017_NPC_24H:BRD-A38030642-001-01-2:10	DB00091	Cyclosporine	-0.23882848078622607	-1.3360780202363791	0.00444978104252013	0.013444571904734944	NPC
LJP008_SKL_24H:L19	DB05015	Belinostat	0.27671308273036543	1.3666258472505892	0.004454210713861504	0.013451413201024628	SKL
CPC014_NPC_24H:BRD-K18135438-001-08-4:10	DB06777	Chenodeoxycholic acid	0.2583521500075815	1.3664240481003076	0.004474348191757779	0.013505661305733394	NPC
LJP007_NPC.CAS9_24H:P13	DB05294	Vandetanib	-0.24514954080787318	-1.3500106159221401	0.004478645006310818	0.013512065458573481	NPC.CAS9
LJP007_NPC_24H:I08	DB06589	Pazopanib	-0.25565324891899655	-1.353541970758185	0.004492897258011232	0.013548484352798918	NPC
LJP009_NPC_24H:E24	DB08901	Ponatinib	-0.257416466542895	-1.362387178741344	0.004499640028797696	0.01356223379858869	NPC
NMH002_NPC_6H:BRD-K99792991-001-29-9:10	DB00756	Hexachlorophene	-0.29102305926344296	-1.389838078374958	0.00450253646933178	0.013564382418762861	NPC
LJP009_SKL_24H:E21	DB08901	Ponatinib	-0.22952796639133374	-1.3227632922187247	0.004515805318615153	0.013597761822218774	SKL
LJP008_SKL_24H:C11	DB13877	Iniparib	0.2705595844801808	1.387991655902266	0.0045251660941645925	0.013619346791158164	SKL
LJP007_NEU_24H:E09	DB05913	OSI-930	0.2407271517330045	1.3415201406637471	0.00454878176304507	0.013683792887184491	NEU
LJP008_SKL.C_24H:O05	DB07101	PD-0325901	-0.26255854084871566	-1.3794669100903318	0.00455630884088601	0.013699801800379427	SKL.C
CPC016_NEU_24H:BRD-K62736196-015-03-7:10	DB00629	Guanabenz	0.2418635116541771	1.331977088804697	0.004585698070374574	0.013781498022818991	NEU
NMH002_NPC_24H:BRD-K92723993-066-14-4:10	DB00619	Imatinib	0.2271500013792952	1.3184044630768776	0.004596622889305816	0.013807650574645905	NPC
LPROT003_NPC_6H:D13	DB11899	MK-8776	-0.2944951027308911	-1.3945330510631233	0.004600396896987191	0.013812308131505283	NPC
CPC017_SKB_24H:BRD-K68507560-003-15-4:10	DB00804	Dicyclomine	-0.25154512427081377	-1.3512965267399284	0.004605211367393529	0.013819734671144649	SKB
CPC015_SKB_24H:BRD-K10995081-001-15-4:10	DB00850	Perphenazine	0.2684012225712652	1.3747527315865602	0.004608737397983677	0.013819734671144649	SKB
CPC018_SKB_24H:BRD-K72816382-001-01-3:10	DB00587	Cinalukast	0.2072069800651245	1.3104389021037381	0.004609544468546637	0.013819734671144649	SKB
NMH002_NEU_6H:BRD-K39965020-001-05-9:10	DB03756	Doconexent	0.25330114563947187	1.3487745209882815	0.004618542593226137	0.0138400321221036	NEU
LJP007_NEU_24H:I15	DB11526	Masitinib	0.24555171196086095	1.3803133593747756	0.0046349262225351285	0.013882430903755167	NEU
CPC015_NPC_24H:BRD-K73589491-001-05-4:10	DB00585	Nizatidine	-0.2518029199543062	-1.3519542810104457	0.004651352564364111	0.01392491668907463	NPC
NMH002_NPC_6H:BRD-K67102207-236-03-6:10	DB06819	Phenylbutyric acid	0.20431710125752786	1.278549138414817	0.0046641791044776115	0.013956589882955164	NPC
LJP009_SKL_24H:L19	DB12588	AZD-1480	0.3024874718892533	1.3936759486258725	0.004678797718099619	0.013993592404831407	SKL
LJP007_SKL_24H:F03	DB12848	PF-04217903	0.23085297182085188	1.3298657911098835	0.004689331770222743	0.01401599455354281	SKL
LJP008_SKL.C_24H:A12	DB07232	Veliparib	-0.2778033841702952	-1.3997362751649127	0.004690800495301916	0.01401599455354281	SKL.C
CPC014_NEU_24H:BRD-K81418486:10	DB02546	Vorinostat	-0.21687678824503936	-1.3038159408795116	0.004710315591144607	0.014067538678937641	NEU
LJP008_NPC.CAS9_24H:K11	DB11962	GSK-1059615	-0.2541014434925953	-1.3508087781754714	0.004731297982503125	0.01412341329519914	NPC.CAS9
LJP009_NEU_24H:O24	DB07232	Veliparib	-0.2362791496807618	-1.3204274889615164	0.004740217492332001	0.014143242585190391	NEU
LJP009_NPC.TAK_24H:O03	DB07101	PD-0325901	0.23982339841822245	1.332915743185702	0.00474743638435245	0.014157981190397226	NPC.TAK
CPC016_SKB_24H:BRD-K79425933-001-03-6:10	DB12867	Benperidol	-0.23714510904270386	-1.3564102412901289	0.004754607253723133	0.014172562504859935	SKB
LJP009_NPC_24H:K12	DB11962	GSK-1059615	-0.2625341488634325	-1.367716082639476	0.004760034198303949	0.014181191663009421	NPC
NMH001_NEU_6H:BRD-K75527158-001-01-5:10	DB00630	Alendronic acid	0.2699289696934732	1.3852119691243088	0.004762067902291959	0.014181191663009421	NEU
CPC015_SKB_24H:BRD-K85119730-001-17-2:10	DB01124	Tolbutamide	-0.2672512277148012	-1.3704921246219988	0.004803549887988971	0.014297868665159315	SKB
LJP008_NPC.TAK_24H:G07	DB02546	Vorinostat	0.27617320297185965	1.37418475372662	0.00481681506349438	0.01433048619464899	NPC.TAK
LJP007_NPC.TAK_24H:J24	DB03044	Doramapimod	-0.2604864183290861	-1.367422567947023	0.004822798684691268	0.014341419544902898	NPC.TAK
CPC015_NPC_24H:BRD-A53131506-001-01-3:10	DB14093	(1,2,6,7-3H)Testosterone	0.2540676580030977	1.3551309024342262	0.0048319897443482975	0.01436187573774719	NPC
CPC016_SKB_24H:BRD-K69600043-328-03-0:10	DB00372	Thiethylperazine	-0.27438105462797624	-1.369263574922866	0.004839084588889124	0.014376084871439137	SKB
CPC016_NEU_24H:BRD-K11399644-003-03-0:10	DB00914	Phenformin	0.2650914717509546	1.3703513558987748	0.004861263928621441	0.014435072430495407	NEU
LJP009_NPC.CAS9_24H:N07	DB08896	Regorafenib	0.2927383364182797	1.3874081203886837	0.0048709754621091604	0.014456999317067417	NPC.CAS9
CPC018_NPC_24H:BRD-K19533706-001-01-9:10	DB07615	Tranilast	0.23281923198287335	1.3312436039026765	0.004897799255534513	0.014529669997793884	NPC
CPC013_NEU_24H:BRD-K05104363-001-02-7:10	DB12429	CI-1040	-0.2524929305488876	-1.3317865875485926	0.004908129876667506	0.014547607451189156	NEU
CPC018_SKB_24H:BRD-A15131297-003-01-9:10	DB00542	Benazepril	0.19439880433721063	1.2620412170629538	0.004909983633387889	0.014547607451189156	SKB
LJP007_NPC_24H:M22	DB12874	Quizartinib	-0.2833312509666635	-1.3917388818690193	0.004910871349829952	0.014547607451189156	NPC
LJP007_SKL.C_24H:M19	DB12874	Quizartinib	0.26921840064867986	1.3661026892626822	0.004913834867464877	0.014549448139509919	SKL.C
LJP009_SKL_24H:K10	DB11962	GSK-1059615	-0.22426096516971486	-1.2895695671907377	0.004922644163150493	0.014564293385367034	SKL
NMH002_NPC_6H:BRD-K95785537-001-19-9:10	DB03023	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	-0.2614448908686459	-1.3661106704473445	0.004923537686617961	0.014564293385367034	NPC
CPC014_NEU_24H:BRD-K59946561-001-05-9:10	DB03374	3,5-Diiodotyrosine	0.26103551101945455	1.3744016903823078	0.004933819449948482	0.014584269050109993	NEU
LJP009_SKL_24H:G15	DB01254	Dasatinib	-0.24760054178551494	-1.332561411223324	0.004935778787368893	0.014584269050109993	SKL
CPC014_SKB_24H:BRD-K66956375-001-05-5:10	DB16495	Oleic monoethanolamide	0.26676177284069874	1.375993910027367	0.004937333839726547	0.014584269050109993	SKB
LJP007_NPC_24H:P07	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.2382029392281823	-1.3313366871880106	0.004963326531737716	0.014654080045225615	NPC
CPC016_NEU_24H:BRD-K97810537-001-03-7:10	DB00394	Beclomethasone dipropionate	0.23768941603534474	1.3336726329480213	0.0049866148758595345	0.014715843994698066	NEU
LJP009_SKL_24H:B04	DB01204	Mitoxantrone	-0.22267934447666896	-1.3132455542702741	0.0050025012506253125	0.014755715939641235	SKL
CPC016_NPC_24H:BRD-A97479839-003-08-3:10	DB13351	Piperidolate	0.21969890202436732	1.319837496873915	0.005028351342676794	0.014824925743098362	NPC
LJP007_SKL.C_24H:P22	DB11886	Infigratinib	-0.2541823628640336	-1.3548462094349796	0.00503648221088655	0.014841853649918049	SKL.C
CPC017_NPC_24H:BRD-K67277431-002-03-0:10	DB13327	Picotamide	-0.2249665761173642	-1.3212285999809985	0.0050573818323283405	0.014896375506127858	NPC
LJP009_SKL.C_24H:I05	DB11798	Tanzisertib	-0.24029902369266842	-1.3397655569044224	0.005065622841353903	0.01491357776800495	SKL.C
NMH001_NEU_24H:BRD-K04809113-001-01-7:10	DB12771	Hydroxytyrosol	0.22889330248780168	1.3233218102266104	0.00511770726714432	0.015053035537183033	NEU
LJP007_NPC.TAK_24H:A14	DB12742	Amuvatinib	-0.28208806668478453	-1.383536934150578	0.005117838225133704	0.015053035537183033	NPC.TAK
CPC014_NEU_24H:BRD-K01507359-001-05-4:10	DB01045	Rifampicin	0.22437246283746223	1.3039351908808108	0.00512123745819398	0.01505590491732182	NEU
NMH002_NEU_6H:BRD-K89085489-001-14-1:10	DB05076	Fenretinide	0.2464456161645636	1.3539248230827667	0.005128410593373132	0.01506986121382871	NEU
LJP008_SKL.C_24H:L15	DB08756	Y-27632	0.2446423081702633	1.337829458975702	0.00515291936978684	0.015134721099345555	SKL.C
CPC018_NPC_24H:BRD-A23072235-050-09-4:10	DB01620	Pheniramine	0.2435566440923377	1.3416237932373813	0.005161536991015102	0.015152867574757	NPC
LJP007_SKL_24H:B14	DB12200	Tivantinib	0.23120934808057908	1.3170305941324552	0.005200042449326117	0.015258698013799641	SKL
CPC015_NPC_24H:BRD-K54790157-001-10-6:10	DB04571	Trioxsalen	-0.24056854857023288	-1.3490469513905836	0.0052191099718971005	0.015300582611347677	NPC
LJP007_NEU_24H:F02	DB12848	PF-04217903	0.22350701971697812	1.3528440205315224	0.005219242523091715	0.015300582611347677	NEU
LJP009_NPC.CAS9_24H:E10	DB01782	Pyrazolanthrone	-0.26622915345010867	-1.3632898374546192	0.005227380731006839	0.01531721184010117	NPC.CAS9
LJP007_NEU_24H:O02	DB07101	PD-0325901	0.2098830882169969	1.326295450758597	0.005232406034708294	0.01532470829213009	NEU
LJP009_SKL.C_24H:H15	DB07138	Neflamapimod	-0.23612748668159547	-1.3545941600933524	0.0052492641927359895	0.015366837495417516	SKL.C
LJP009_SKL.C_24H:H09	DB08912	Dabrafenib	-0.23881119188122277	-1.3245488077501837	0.005280234111584707	0.015450218700501272	SKL.C
CPC017_SKB_24H:BRD-K42693031-001-01-8:10	DB00222	Glimepiride	0.2671020296608323	1.3812543861231026	0.005299633102323685	0.015499680240882642	SKB
LJP009_SKL_24H:H13	DB07138	Neflamapimod	-0.2555740078004571	-1.365057792573578	0.005306173770904061	0.015511506571696955	SKL
CPC015_NPC_24H:BRD-A33447119-001-03-3:10	DB11446	Oxfendazole	-0.2728456684181944	-1.383167300445644	0.005334217346754265	0.01558615153247295	NPC
CPC016_NPC_24H:BRD-K77771411-003-03-2:10	DB09242	Moxonidine	-0.2557589584137404	-1.3590546660446616	0.0053387146214366	0.015591958264393116	NPC
CPC017_NPC_24H:BRD-K49577446-001-03-1:10	DB00180	Flunisolide	0.2630449336866465	1.3835806324742919	0.00540621434049797	0.01578167456916043	NPC
CPC013_NPC_24H:BRD-K05104363-001-02-7:10	DB12429	CI-1040	0.257425915929012	1.3494409590908296	0.005411432881833984	0.015789488521349322	NPC
LJP009_NPC.TAK_24H:D05	DB11775	PF-03758309	0.2711986475449243	1.3425452657426387	0.005439638408577285	0.015864335114592534	NPC.TAK
CPC018_SKB_24H:BRD-A09533288-003-20-5:10	DB14063	Dexverapamil	0.26154234055441694	1.3681690246260214	0.005442793967570019	0.01586608921940167	SKB
NMH002_NEU_24H:BRD-K71799949-001-29-9:10	DB00564	Carbamazepine	0.27135600828974116	1.3804089045635926	0.005459221055353628	0.01590651087985776	NEU
CPC014_SKB_24H:BRD-K81528515-001-03-9:10	DB04868	Nilotinib	0.22328330600163057	1.2738617814752078	0.00548033526756931	0.015960545092424075	SKB
LJP009_SKL_24H:H09	DB08912	Dabrafenib	-0.25592386076504536	-1.3455918073349713	0.005489396166421694	0.015979441886509634	SKL
LJP008_NPC_24H:H14	DB11841	Entinostat	-0.2779696909319946	-1.374537198941501	0.005537449453799264	0.016111773305386896	NPC
CPC017_NPC_24H:BRD-K59574735-001-05-0:10	DB03424	Ubenimex	0.25959132269570345	1.3735579312235202	0.0055471012714152475	0.016132300139527864	NPC
CPC017_SKB_24H:BRD-K13533483-001-03-0:10	DB00091	Cyclosporine	-0.266979432181617	-1.3568176357893778	0.005572570060100859	0.016198785780695616	SKB
CPC017_SKB_24H:BRD-K71499074-001-03-8:10	DB01144	Diclofenamide	0.20389160436872059	1.27511487168729	0.00563063063063063	0.01634830278639186	SKB
LJP009_SKL_24H:I20	DB11363	Alectinib	0.2489412803802271	1.3449604595044728	0.005633802816901409	0.01634830278639186	SKL
LJP008_NPC.CAS9_24H:H15	DB11841	Entinostat	-0.2691816240634952	-1.3716471668460353	0.005634357762017337	0.01634830278639186	NPC.CAS9
CPC017_NPC_24H:BRD-K52930707-001-04-8:10	DB01180	Rescinnamine	0.25091789463508674	1.3490510211468552	0.005634532560474078	0.01634830278639186	NPC
CPC017_SKB_24H:BRD-K37289225-001-19-0:10	DB00363	Clozapine	-0.24660416291310064	-1.3456062283464318	0.005649147583980631	0.016383055458304242	SKB
CPC013_NEU_24H:BRD-K82164249-001-01-9:10	DB07423	Andarine	-0.24706778214740557	-1.3352314149119922	0.005672406003714673	0.016442830655658214	NEU
LJP007_NPC.TAK_24H:M19	DB12874	Quizartinib	0.25851009398871605	1.3525571067927444	0.0057031837553271495	0.016520463753778074	NPC.TAK
LJP009_NPC_24H:H10	DB08912	Dabrafenib	-0.2242304020148447	-1.2770347350441813	0.005704506560182544	0.016520463753778074	NPC
LJP007_SKL.C_24H:M11	DB05575	Motesanib	0.2363091398926269	1.3263125193356613	0.005715898666290312	0.016545742085272794	SKL.C
CPC015_SKB_24H:BRD-A34205397-001-03-7:10	DB13340	Suloctidil	-0.29009076950816837	-1.3737092958592003	0.005759798407055753	0.016665052494005746	SKB
NMH002_NPC_24H:BRD-K54771420-001-09-9:10	DB02691	Glycocholic acid	0.26369172417464076	1.3739816595271768	0.005762917247889983	0.016666313754139933	NPC
CPC015_SKB_24H:BRD-A42628519-001-07-4:10	DB08946	Iopanoic acid	-0.2534381602633003	-1.3726453740854938	0.005783277315658035	0.01671741213814226	SKB
LJP009_NPC.TAK_24H:F06	DB11962	GSK-1059615	0.24400332960645627	1.3394086613897098	0.005795449147308916	0.016744804699108367	NPC.TAK
CPC015_SKB_24H:BRD-A78391468-001-01-0:10	DB14633	Prednisolone hemisuccinate	0.228836237193771	1.301375536274451	0.005846105229894138	0.016883312732730072	SKB
LJP008_NPC.CAS9_24H:N11	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	-0.25292360012071274	-1.3416631335932783	0.005884598256886571	0.01698658195714655	NPC.CAS9
NMH002_NEU_6H:BRD-A41145729-001-04-3:10	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	0.2660686987259768	1.3580899953133097	0.005925127928898465	0.01709544624225755	NEU
CPC015_SKB_24H:BRD-K91315211-300-03-2:10	DB06698	Betahistine	-0.23609554460560475	-1.3207705684837616	0.00592781571246342	0.01709544624225755	SKB
LJP008_NEU_24H:J04	DB12116	Epigallocatechin gallate	-0.2580214975517796	-1.369216265081656	0.005947005572564481	0.017142829984580304	NEU
NMH002_NEU_24H:BRD-K66956375-001-09-7:10	DB16495	Oleic monoethanolamide	-0.2594177625122999	-1.3599541136512319	0.0059641265547746266	0.017181820698498673	NEU
LJP009_SKL.C_24H:I06	DB11798	Tanzisertib	-0.2721722299930636	-1.369699497077804	0.00596606362631385	0.017181820698498673	SKL.C
LJP008_SKL.C_24H:N12	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.2677990622451758	1.3695498078283206	0.006006961338373442	0.017291586577375263	SKL.C
LJP007_NPC_24H:M03	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	0.2537024715921966	1.3472419523246133	0.0060185185185185185	0.017316830494227435	NPC
LJP007_NPC_24H:C04	DB11800	Tivozanib	-0.2629515501998268	-1.3665246338413652	0.006025298272215793	0.017328311512502085	NPC
CPC013_NEU_24H:BRD-K77908580-001-04-7:10	DB11841	Entinostat	-0.3057412341492899	-1.3732883801557223	0.006038860675645838	0.017359279276775542	NEU
CPC014_SKB_24H:BRD-K04923131-001-06-3:10	DB03444	6-bromoindirubin-3'-oxime	0.25358906782314294	1.3491516618723292	0.006055712555510699	0.017399669932854977	SKB
CPC017_SKB_24H:BRD-K19525698-003-01-1:10	DB12017	Ozagrel	0.27070271669900714	1.371483835126682	0.006063357694166581	0.01741358206017698	SKB
LJP009_SKL.C_24H:E24	DB08901	Ponatinib	0.250307371769174	1.3335696133240744	0.006090954347125831	0.017478965777761982	SKL.C
CPC013_SKB_24H:BRD-A19037878:10	DB04297	Trichostatin A	0.2625240940495551	1.3318351260468768	0.00609175159511505	0.017478965777761982	SKB
LJP008_SKL_24H:I12	DB11830	Mocetinostat	-0.22981823295260684	-1.291411062004845	0.006104002817232069	0.017506032087094007	SKL
CPC016_NEU_24H:BRD-K37848908-001-03-1:10	DB00923	Ceforanide	0.23289478407511444	1.3041768019978155	0.006130382775119617	0.01757357535719569	NEU
LJP009_NEU_24H:B15	DB11805	Saracatinib	-0.2871036491482632	-1.3801780860256816	0.006138942133347148	0.01758999471049469	NEU
LJP009_NPC.CAS9_24H:O01	DB07101	PD-0325901	0.27192876046896824	1.3601077083312836	0.0061661992393100004	0.017659949135359024	NPC.CAS9
LJP009_NPC_24H:N11	DB08896	Regorafenib	0.25196976912468405	1.3546403150123385	0.006176288019863439	0.017680691787738102	NPC
LJP008_SKL.C_24H:P17	DB11662	Rabusertib	-0.2788550930492758	-1.3779601166999378	0.006179328735160637	0.017681248320045084	SKL.C
CPC012_SKB_24H:BRD-K18855837-046-01-4:10	DB01273	Varenicline	-0.2592667159224856	-1.3559833477012404	0.006195684952161636	0.0177198871652063	SKB
LJP008_NPC_24H:L22	DB05015	Belinostat	0.28022153442490066	1.3711987304788806	0.006222987925324145	0.017789784165721852	NPC
LJP007_NEU_24H:D02	DB12494	SGI-1776	0.20966470111118274	1.3364122812052017	0.006230529595015576	0.017803150802316817	NEU
DOSBIO002_NEU_24H:BRD-K27305650:1.11111	DB02656	LY-294002	-0.25426308933118763	-1.3706120003350388	0.006261831949905344	0.017884367849568733	NEU
NMH002_NEU_6H:BRD-K92723993-066-14-4:10	DB00619	Imatinib	-0.25767532770879104	-1.3552527783709132	0.006296844529028923	0.017976102120554994	NEU
LJP007_NEU_24H:M19	DB12874	Quizartinib	-0.23600597354730335	-1.3461005215737631	0.006368118323746919	0.018171222336755104	NEU
LJP007_SKL.C_24H:N14	DB09330	Osimertinib	-0.23653972609723767	-1.3143862436441407	0.006371507923541905	0.018172546933444587	SKL.C
LJP007_NPC.TAK_24H:B17	DB12200	Tivantinib	-0.22720741769169306	-1.314103777522673	0.006471011177201124	0.01844787582963441	NPC.TAK
NMH001_NEU_24H:BRD-A14999564-001-01-0:10	DB07841	Geranylgeranyl diphosphate	-0.2699426123208757	-1.3614682611782298	0.006523875690514116	0.01859005311443747	NEU
LJP008_SKL_24H:B04	DB01204	Mitoxantrone	-0.20957399641300567	-1.2819699117685917	0.006535947712418301	0.018612181005489756	SKL
CPC015_SKB_24H:BRD-K46137903-001-03-3:10	DB01130	Prednicarbate	0.2984823839073553	1.3680028621534435	0.006537633443975958	0.018612181005489756	SKB
LJP007_SKL_24H:G12	DB11963	Dacomitinib	-0.25065338413717875	-1.3259938765153771	0.00655761594229298	0.018660517743254234	SKL
CPC017_NPC_24H:BRD-K10136726-003-01-2:10	DB08603	N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	0.22785340885098893	1.3202832900548012	0.006567858180761407	0.018681105777879972	NPC
CPC018_NPC_24H:BRD-A71459254-001-02-8:10	DB13240	Cymarin	-0.2244774945078383	-1.3091682204117627	0.006587870567719434	0.018729451700994566	NPC
LJP009_NPC.TAK_24H:D17	DB16108	TAK-715	-0.23312353154912357	-1.3044668737027751	0.0065919013783066515	0.01873233822600225	NPC.TAK
LJP007_NEU_24H:C01	DB11800	Tivozanib	-0.26109655999092823	-1.3637006226053219	0.00660609718302967	0.018752680593952218	NEU
CPC014_NPC_24H:BRD-K86930074-001-01-9:10	DB04849	Cediranib	-0.22520089230627674	-1.3053549181880844	0.006607427660059239	0.018752680593952218	NPC
NMH002_NEU_24H:BRD-K30984264-003-10-0:10	DB07919	Harmine	-0.2712861198189244	-1.355559109320888	0.006611052492745977	0.018752680593952218	NEU
LJP008_NEU_24H:I10	DB11830	Mocetinostat	-0.2815993547518165	-1.3602059322566764	0.0066111349808041465	0.018752680593952218	NEU
CPC014_SKB_24H:BRD-A84327315-001-01-1:10	DB00136	Calcitriol	0.2536306283163128	1.3322625258778675	0.006640022657897221	0.018826024988981074	SKB
LJP008_SKL.C_24H:J05	DB12116	Epigallocatechin gallate	0.21639415105039572	1.2641313032662667	0.006648936170212766	0.018842696847336544	SKL.C
LJP008_NPC.TAK_24H:H14	DB11841	Entinostat	-0.2783187123605995	-1.3719806666936445	0.006653810484167758	0.018847911868513503	NPC.TAK
CPC015_SKB_24H:BRD-K13926615-003-02-5:10	DB00862	Vardenafil	-0.25994474744281304	-1.3531529000311846	0.006663997927802765	0.018868165509348576	SKB
LJP007_NPC_24H:I24	DB13005	Rebastinib	-0.23505322035273213	-1.309676136778851	0.006667787303188211	0.018870293725469323	NPC
LJP007_NPC.TAK_24H:N17	DB09330	Osimertinib	0.23437785790725194	1.3206777971968782	0.0066937467818525085	0.01893513433919298	NPC.TAK
LJP007_SKL.C_24H:I24	DB13005	Rebastinib	-0.2713055568595997	-1.3622022652060708	0.006705810127977081	0.018960624722345755	SKL.C
LJP009_NPC_24H:H13	DB07138	Neflamapimod	0.2627214139012138	1.3520811446720995	0.006709158000670915	0.01896146019115911	NPC
LJP008_NPC.CAS9_24H:P17	DB11662	Rabusertib	0.24259930008509337	1.3220948803876196	0.006728385693327263	0.019007154127762143	NPC.CAS9
CPC012_SKB_24H:BRD-A75409952:10	DB08059	Wortmannin	-0.27526087466540883	-1.361076703062072	0.006739403967802541	0.019029626112722447	SKB
LJP008_NPC_24H:K08	DB11962	GSK-1059615	-0.2281777646939834	-1.284241783619631	0.006747988580327018	0.019045209023621737	NPC
LJP008_SKL.C_24H:J07	DB05223	Pracinostat	0.2801973233803891	1.3565502793998112	0.006755294481372701	0.019057170444272124	SKL.C
DOSBIO002_NPC_24H:BRD-K27305650:3.33333	DB02656	LY-294002	-0.24534337036900958	-1.3292824621160226	0.006773265703770142	0.019099194984938776	NPC
NMH002_NEU_24H:BRD-K61559475-001-07-7:10	DB14122	Dihydroxymethoxychalcone	0.25048175382014615	1.3563446295226422	0.006780488721098402	0.019110887448032337	NEU
CPC017_NPC_24H:BRD-K47639036-003-03-3:10	DB01148	Flavoxate	0.25733481474479586	1.347637071153808	0.006809313712988702	0.019183427113417605	NPC
CPC014_NPC_24H:BRD-K46212057-001-01-2:10	DB00582	Voriconazole	0.2532006003407813	1.3430484000949037	0.006828486121862214	0.0192287197592965	NPC
LJP009_NPC_24H:B22	DB16107	BI 2536	-0.24850258741034523	-1.3384387954869148	0.00686645703651415	0.019324672694443875	NPC
CPC016_NPC_24H:BRD-A63043573-001-01-6:10	DB00248	Cabergoline	0.20654017581401643	1.2854264130434192	0.006868782567503553	0.019324672694443875	NPC
LJP009_NPC.CAS9_24H:E14	DB13113	JNJ-38877605	0.2838443971167421	1.3749157955426785	0.006905008512208769	0.019417796685305962	NPC.CAS9
DOSBIO001_NPC_24H:BRD-A19037878:0.37037	DB04297	Trichostatin A	0.26374448062807737	1.3380706071914126	0.006916814592642468	0.019442195588006795	NPC
LJP008_NEU_24H:J07	DB05223	Pracinostat	0.28081273351723735	1.3640897352606711	0.006923120664164677	0.019451119658883298	NEU
LJP009_NPC.CAS9_24H:L23	DB12588	AZD-1480	-0.23823919335635066	-1.3129823299173053	0.006944856651035793	0.01950336777406616	NPC.CAS9
CPC014_NPC_24H:BRD-K84085265-001-01-3:10	DB11798	Tanzisertib	-0.25749115806633416	-1.340903625509791	0.006960197978964735	0.019537618547369604	NPC
